Tempo relativo (ms) , Temperatura (C), Umidita (%), Pressione (hPa)
14539382 ,    268.13 K ,    19.6 % ,    97.880 kPa
14542387 ,    268.14 K ,    19.6 % ,    97.882 kPa
14545391 ,    268.15 K ,    19.6 % ,    97.881 kPa
14548396 ,    268.15 K ,    19.6 % ,    97.883 kPa
14551401 ,    268.15 K ,    19.6 % ,    97.883 kPa
14554405 ,    268.15 K ,    19.6 % ,    97.881 kPa
14557410 ,    268.16 K ,    19.6 % ,    97.888 kPa
14560414 ,    268.15 K ,    19.6 % ,    97.884 kPa
14563420 ,    268.13 K ,    19.6 % ,    97.878 kPa
14566424 ,    268.15 K ,    19.6 % ,    97.879 kPa
14569428 ,    268.16 K ,    19.6 % ,    97.875 kPa
14572433 ,    268.15 K ,    19.6 % ,    97.881 kPa
14575437 ,    268.16 K ,    19.6 % ,    97.882 kPa
14578443 ,    268.17 K ,    19.6 % ,    97.879 kPa
14581447 ,    268.16 K ,    19.6 % ,    97.880 kPa
14584452 ,    268.17 K ,    19.6 % ,    97.879 kPa
14587456 ,    268.18 K ,    19.6 % ,    97.883 kPa
14590461 ,    268.17 K ,    19.6 % ,    97.882 kPa
14593466 ,    268.18 K ,    19.6 % ,    97.884 kPa
14596470 ,    268.17 K ,    19.6 % ,    97.881 kPa
14599475 ,    268.18 K ,    19.6 % ,    97.881 kPa
14602479 ,    268.19 K ,    19.6 % ,    97.882 kPa
14605485 ,    268.19 K ,    19.6 % ,    97.879 kPa
14608489 ,    268.19 K ,    19.6 % ,    97.888 kPa
14611493 ,    268.19 K ,    19.6 % ,    97.885 kPa
14614498 ,    268.19 K ,    19.6 % ,    97.879 kPa
14617502 ,    268.20 K ,    19.7 % ,    97.882 kPa
14620508 ,    268.20 K ,    19.6 % ,    97.884 kPa
14623512 ,    268.20 K ,    19.6 % ,    97.881 kPa
14626516 ,    268.21 K ,    19.6 % ,    97.878 kPa
14629521 ,    268.21 K ,    19.6 % ,    97.883 kPa
14632526 ,    268.21 K ,    19.6 % ,    97.883 kPa
14635531 ,    268.20 K ,    19.6 % ,    97.882 kPa
14638535 ,    268.21 K ,    19.6 % ,    97.878 kPa
14641540 ,    268.21 K ,    19.7 % ,    97.877 kPa
14644544 ,    268.22 K ,    19.6 % ,    97.885 kPa
14647549 ,    268.22 K ,    19.6 % ,    97.888 kPa
14650554 ,    268.22 K ,    19.7 % ,    97.880 kPa
14653558 ,    268.23 K ,    19.6 % ,    97.892 kPa
14656563 ,    268.22 K ,    19.7 % ,    97.890 kPa
14659568 ,    268.23 K ,    19.7 % ,    97.881 kPa
14662573 ,    268.24 K ,    19.6 % ,    97.890 kPa
14665577 ,    268.24 K ,    19.6 % ,    97.880 kPa
14668581 ,    268.24 K ,    19.7 % ,    97.890 kPa
14671586 ,    268.24 K ,    19.7 % ,    97.885 kPa
14674591 ,    268.24 K ,    19.7 % ,    97.885 kPa
14677596 ,    268.23 K ,    19.7 % ,    97.884 kPa
14680600 ,    268.24 K ,    19.7 % ,    97.878 kPa
14683604 ,    268.25 K ,    19.7 % ,    97.884 kPa
14686610 ,    268.25 K ,    19.7 % ,    97.882 kPa
14689614 ,    268.25 K ,    19.7 % ,    97.881 kPa
14692619 ,    268.26 K ,    19.7 % ,    97.880 kPa
14695623 ,    268.25 K ,    19.7 % ,    97.873 kPa
14698628 ,    268.25 K ,    19.7 % ,    97.881 kPa
14701633 ,    268.26 K ,    19.7 % ,    97.889 kPa
14704637 ,    268.26 K ,    19.7 % ,    97.889 kPa
14707642 ,    268.27 K ,    19.7 % ,    97.882 kPa
14710646 ,    268.27 K ,    19.7 % ,    97.883 kPa
14713651 ,    268.26 K ,    19.7 % ,    97.884 kPa
14716656 ,    268.27 K ,    19.7 % ,    97.888 kPa
14719661 ,    268.27 K ,    19.7 % ,    97.884 kPa
14722665 ,    268.28 K ,    19.7 % ,    97.878 kPa
14725669 ,    268.27 K ,    19.7 % ,    97.885 kPa
14728675 ,    268.28 K ,    19.7 % ,    97.883 kPa
14731679 ,    268.28 K ,    19.7 % ,    97.882 kPa
14734684 ,    268.28 K ,    19.7 % ,    97.876 kPa
14737688 ,    268.28 K ,    19.7 % ,    97.887 kPa
14740692 ,    268.29 K ,    19.7 % ,    97.880 kPa
14743698 ,    268.29 K ,    19.7 % ,    97.880 kPa
14746702 ,    268.29 K ,    19.7 % ,    97.883 kPa
14749707 ,    268.30 K ,    19.7 % ,    97.881 kPa
14752711 ,    268.30 K ,    19.7 % ,    97.881 kPa
14755717 ,    268.31 K ,    19.7 % ,    97.880 kPa
14758721 ,    268.31 K ,    19.7 % ,    97.882 kPa
14761725 ,    268.30 K ,    19.7 % ,    97.881 kPa
14764730 ,    268.31 K ,    19.7 % ,    97.880 kPa
14767734 ,    268.32 K ,    19.7 % ,    97.889 kPa
14770740 ,    268.32 K ,    19.7 % ,    97.881 kPa
14773744 ,    268.31 K ,    19.7 % ,    97.878 kPa
14776749 ,    268.32 K ,    19.7 % ,    97.879 kPa
14779753 ,    268.33 K ,    19.7 % ,    97.883 kPa
14782758 ,    268.33 K ,    19.7 % ,    97.881 kPa
14785763 ,    268.33 K ,    19.7 % ,    97.878 kPa
14788767 ,    268.34 K ,    19.7 % ,    97.882 kPa
14791772 ,    268.33 K ,    19.7 % ,    97.878 kPa
14794776 ,    268.33 K ,    19.7 % ,    97.881 kPa
14797782 ,    268.32 K ,    19.7 % ,    97.877 kPa
14800786 ,    268.34 K ,    19.7 % ,    97.879 kPa
14803790 ,    268.34 K ,    19.7 % ,    97.874 kPa
14806795 ,    268.34 K ,    19.7 % ,    97.879 kPa
14809799 ,    268.34 K ,    19.7 % ,    97.883 kPa
14812805 ,    268.35 K ,    19.7 % ,    97.879 kPa
14815809 ,    268.36 K ,    19.7 % ,    97.882 kPa
14818813 ,    268.36 K ,    19.7 % ,    97.877 kPa
14821818 ,    268.35 K ,    19.7 % ,    97.879 kPa
14824823 ,    268.36 K ,    19.7 % ,    97.885 kPa
14827828 ,    268.36 K ,    19.7 % ,    97.880 kPa
14830832 ,    268.36 K ,    19.7 % ,    97.877 kPa
14833837 ,    268.36 K ,    19.7 % ,    97.883 kPa
14836841 ,    268.37 K ,    19.7 % ,    97.874 kPa
14839846 ,    268.36 K ,    19.7 % ,    97.872 kPa
14842851 ,    268.37 K ,    19.7 % ,    97.876 kPa
14845855 ,    268.38 K ,    19.7 % ,    97.879 kPa
14848860 ,    268.37 K ,    19.7 % ,    97.877 kPa
14851865 ,    268.38 K ,    19.7 % ,    97.880 kPa
14854870 ,    268.38 K ,    19.7 % ,    97.880 kPa
14857874 ,    268.38 K ,    19.7 % ,    97.883 kPa
14860878 ,    268.38 K ,    19.7 % ,    97.876 kPa
14863883 ,    268.38 K ,    19.7 % ,    97.879 kPa
14866888 ,    268.40 K ,    19.7 % ,    97.881 kPa
14869893 ,    268.39 K ,    19.7 % ,    97.879 kPa
14872897 ,    268.39 K ,    19.7 % ,    97.878 kPa
14875901 ,    268.40 K ,    19.7 % ,    97.882 kPa
14878906 ,    268.39 K ,    19.7 % ,    97.875 kPa
14881911 ,    268.39 K ,    19.7 % ,    97.875 kPa
14884916 ,    268.41 K ,    19.7 % ,    97.877 kPa
14887920 ,    268.40 K ,    19.7 % ,    97.871 kPa
14890925 ,    268.40 K ,    19.7 % ,    97.879 kPa
14893930 ,    268.41 K ,    19.7 % ,    97.878 kPa
14896934 ,    268.41 K ,    19.7 % ,    97.880 kPa
14899939 ,    268.41 K ,    19.7 % ,    97.883 kPa
14902943 ,    268.41 K ,    19.7 % ,    97.878 kPa
14905948 ,    268.40 K ,    19.7 % ,    97.877 kPa
14908953 ,    268.41 K ,    19.7 % ,    97.876 kPa
14911958 ,    268.43 K ,    19.7 % ,    97.875 kPa
14914962 ,    268.43 K ,    19.7 % ,    97.881 kPa
14917966 ,    268.43 K ,    19.7 % ,    97.876 kPa
14920972 ,    268.42 K ,    19.7 % ,    97.872 kPa
14923976 ,    268.42 K ,    19.7 % ,    97.874 kPa
14926981 ,    268.43 K ,    19.7 % ,    97.876 kPa
14929985 ,    268.44 K ,    19.7 % ,    97.874 kPa
14932989 ,    268.44 K ,    19.7 % ,    97.877 kPa
14935995 ,    268.44 K ,    19.7 % ,    97.878 kPa
14938999 ,    268.45 K ,    19.7 % ,    97.884 kPa
14942004 ,    268.45 K ,    19.7 % ,    97.876 kPa
14945008 ,    268.45 K ,    19.7 % ,    97.884 kPa
14948013 ,    268.45 K ,    19.7 % ,    97.876 kPa
14951018 ,    268.45 K ,    19.7 % ,    97.880 kPa
14954022 ,    268.44 K ,    19.8 % ,    97.875 kPa
14957027 ,    268.46 K ,    19.7 % ,    97.870 kPa
14960031 ,    268.46 K ,    19.7 % ,    97.881 kPa
14963037 ,    268.47 K ,    19.7 % ,    97.877 kPa
14966041 ,    268.46 K ,    19.7 % ,    97.873 kPa
14969046 ,    268.46 K ,    19.7 % ,    97.884 kPa
14972050 ,    268.47 K ,    19.7 % ,    97.880 kPa
14975054 ,    268.47 K ,    19.7 % ,    97.882 kPa
14978060 ,    268.46 K ,    19.7 % ,    97.876 kPa
14981064 ,    268.47 K ,    19.8 % ,    97.877 kPa
14984069 ,    268.47 K ,    19.8 % ,    97.875 kPa
14987073 ,    268.48 K ,    19.8 % ,    97.884 kPa
14990078 ,    268.47 K ,    19.8 % ,    97.872 kPa
14993083 ,    268.48 K ,    19.8 % ,    97.873 kPa
14996087 ,    268.48 K ,    19.8 % ,    97.873 kPa
14999092 ,    268.49 K ,    19.8 % ,    97.880 kPa
15002096 ,    268.49 K ,    19.8 % ,    97.875 kPa
15005102 ,    268.50 K ,    19.8 % ,    97.884 kPa
15008106 ,    268.49 K ,    19.8 % ,    97.875 kPa
15011110 ,    268.49 K ,    19.8 % ,    97.878 kPa
15014115 ,    268.50 K ,    19.8 % ,    97.879 kPa
15017119 ,    268.51 K ,    19.8 % ,    97.878 kPa
15020125 ,    268.50 K ,    19.8 % ,    97.882 kPa
15023129 ,    268.51 K ,    19.8 % ,    97.878 kPa
15026134 ,    268.50 K ,    19.8 % ,    97.877 kPa
15029138 ,    268.51 K ,    19.8 % ,    97.879 kPa
15032143 ,    268.51 K ,    19.8 % ,    97.876 kPa
15035148 ,    268.51 K ,    19.8 % ,    97.878 kPa
15038152 ,    268.52 K ,    19.8 % ,    97.875 kPa
15041157 ,    268.52 K ,    19.8 % ,    97.877 kPa
15044161 ,    268.53 K ,    19.8 % ,    97.882 kPa
15047166 ,    268.53 K ,    19.8 % ,    97.874 kPa
15050171 ,    268.54 K ,    19.8 % ,    97.880 kPa
15053175 ,    268.54 K ,    19.8 % ,    97.876 kPa
15056180 ,    268.53 K ,    19.8 % ,    97.884 kPa
15059185 ,    268.54 K ,    19.8 % ,    97.878 kPa
15062190 ,    268.55 K ,    19.8 % ,    97.884 kPa
15065194 ,    268.54 K ,    19.8 % ,    97.873 kPa
15068198 ,    268.55 K ,    19.8 % ,    97.877 kPa
15071203 ,    268.54 K ,    19.8 % ,    97.878 kPa
15074208 ,    268.55 K ,    19.8 % ,    97.880 kPa
15077213 ,    268.55 K ,    19.8 % ,    97.872 kPa
15080217 ,    268.56 K ,    19.8 % ,    97.873 kPa
15083222 ,    268.56 K ,    19.8 % ,    97.878 kPa
15086226 ,    268.57 K ,    19.8 % ,    97.872 kPa
15089231 ,    268.55 K ,    19.8 % ,    97.875 kPa
15092236 ,    268.57 K ,    19.8 % ,    97.872 kPa
15095240 ,    268.57 K ,    19.8 % ,    97.880 kPa
15098245 ,    268.57 K ,    19.8 % ,    97.877 kPa
15101250 ,    268.57 K ,    19.8 % ,    97.875 kPa
15104254 ,    268.58 K ,    19.8 % ,    97.880 kPa
15107259 ,    268.58 K ,    19.8 % ,    97.876 kPa
15110263 ,    268.59 K ,    19.8 % ,    97.872 kPa
15113268 ,    268.59 K ,    19.8 % ,    97.872 kPa
15116273 ,    268.59 K ,    19.8 % ,    97.880 kPa
15119278 ,    268.59 K ,    19.8 % ,    97.878 kPa
15122282 ,    268.60 K ,    19.8 % ,    97.878 kPa
15125286 ,    268.59 K ,    19.8 % ,    97.878 kPa
15128292 ,    268.59 K ,    19.8 % ,    97.875 kPa
15131296 ,    268.60 K ,    19.8 % ,    97.877 kPa
15134301 ,    268.60 K ,    19.8 % ,    97.871 kPa
15137305 ,    268.60 K ,    19.8 % ,    97.883 kPa
15140310 ,    268.61 K ,    19.8 % ,    97.876 kPa
15143315 ,    268.61 K ,    19.8 % ,    97.879 kPa
15146319 ,    268.62 K ,    19.8 % ,    97.880 kPa
15149324 ,    268.61 K ,    19.8 % ,    97.877 kPa
15152328 ,    268.61 K ,    19.8 % ,    97.879 kPa
15155333 ,    268.63 K ,    19.8 % ,    97.879 kPa
15158338 ,    268.62 K ,    19.8 % ,    97.877 kPa
15161342 ,    268.62 K ,    19.8 % ,    97.880 kPa
15164347 ,    268.63 K ,    19.8 % ,    97.876 kPa
15167351 ,    268.63 K ,    19.8 % ,    97.876 kPa
15170357 ,    268.63 K ,    19.8 % ,    97.877 kPa
15173361 ,    268.63 K ,    19.8 % ,    97.874 kPa
15176366 ,    268.64 K ,    19.8 % ,    97.881 kPa
15179370 ,    268.65 K ,    19.8 % ,    97.885 kPa
15182374 ,    268.65 K ,    19.8 % ,    97.875 kPa
15185380 ,    268.66 K ,    19.8 % ,    97.879 kPa
15188384 ,    268.67 K ,    19.8 % ,    97.881 kPa
15191389 ,    268.67 K ,    19.8 % ,    97.878 kPa
15194393 ,    268.66 K ,    19.8 % ,    97.877 kPa
15197398 ,    268.69 K ,    19.8 % ,    97.881 kPa
15200403 ,    268.70 K ,    19.8 % ,    97.875 kPa
15203407 ,    268.70 K ,    19.8 % ,    97.877 kPa
15206412 ,    268.71 K ,    19.8 % ,    97.878 kPa
15209416 ,    268.72 K ,    19.8 % ,    97.880 kPa
15212422 ,    268.72 K ,    19.8 % ,    97.875 kPa
15215426 ,    268.73 K ,    19.8 % ,    97.881 kPa
15218430 ,    268.72 K ,    19.8 % ,    97.878 kPa
15221435 ,    268.73 K ,    19.8 % ,    97.874 kPa
15224439 ,    268.73 K ,    19.8 % ,    97.882 kPa
15227445 ,    268.75 K ,    19.8 % ,    97.882 kPa
15230449 ,    268.75 K ,    19.8 % ,    97.877 kPa
15233454 ,    268.75 K ,    19.8 % ,    97.877 kPa
15236458 ,    268.75 K ,    19.8 % ,    97.879 kPa
15239463 ,    268.75 K ,    19.8 % ,    97.872 kPa
15242468 ,    268.77 K ,    19.8 % ,    97.881 kPa
15245472 ,    268.77 K ,    19.8 % ,    97.873 kPa
15248477 ,    268.78 K ,    19.8 % ,    97.880 kPa
15251481 ,    268.78 K ,    19.8 % ,    97.884 kPa
15254487 ,    268.78 K ,    19.8 % ,    97.879 kPa
15257491 ,    268.78 K ,    19.8 % ,    97.877 kPa
15260495 ,    268.80 K ,    19.8 % ,    97.883 kPa
15263500 ,    268.80 K ,    19.8 % ,    97.880 kPa
15266504 ,    268.80 K ,    19.8 % ,    97.885 kPa
15269510 ,    268.80 K ,    19.8 % ,    97.878 kPa
15272514 ,    268.82 K ,    19.8 % ,    97.880 kPa
15275518 ,    268.82 K ,    19.8 % ,    97.880 kPa
15278523 ,    268.81 K ,    19.8 % ,    97.882 kPa
15281528 ,    268.82 K ,    19.8 % ,    97.876 kPa
15284533 ,    268.83 K ,    19.8 % ,    97.883 kPa
15287537 ,    268.85 K ,    19.8 % ,    97.877 kPa
15290542 ,    268.83 K ,    19.8 % ,    97.877 kPa
15293546 ,    268.85 K ,    19.8 % ,    97.878 kPa
15296551 ,    268.84 K ,    19.8 % ,    97.884 kPa
15299556 ,    268.85 K ,    19.8 % ,    97.880 kPa
15302560 ,    268.85 K ,    19.8 % ,    97.881 kPa
15305565 ,    268.85 K ,    19.8 % ,    97.875 kPa
15308570 ,    268.86 K ,    19.8 % ,    97.882 kPa
15311575 ,    268.87 K ,    19.8 % ,    97.888 kPa
15314579 ,    268.87 K ,    19.7 % ,    97.884 kPa
15317583 ,    268.87 K ,    19.7 % ,    97.880 kPa
15320588 ,    268.87 K ,    19.8 % ,    97.887 kPa
15323593 ,    268.88 K ,    19.7 % ,    97.887 kPa
15326598 ,    268.88 K ,    19.8 % ,    97.883 kPa
15329602 ,    268.89 K ,    19.8 % ,    97.884 kPa
15332606 ,    268.89 K ,    19.7 % ,    97.886 kPa
15335611 ,    268.90 K ,    19.8 % ,    97.878 kPa
15338616 ,    268.90 K ,    19.8 % ,    97.877 kPa
15341621 ,    268.90 K ,    19.7 % ,    97.877 kPa
15344625 ,    268.90 K ,    19.7 % ,    97.877 kPa
15347630 ,    268.91 K ,    19.8 % ,    97.879 kPa
15350635 ,    268.91 K ,    19.8 % ,    97.883 kPa
15353639 ,    268.92 K ,    19.8 % ,    97.881 kPa
15356644 ,    268.91 K ,    19.7 % ,    97.877 kPa
15359648 ,    268.93 K ,    19.8 % ,    97.880 kPa
15362653 ,    268.92 K ,    19.7 % ,    97.884 kPa
15365658 ,    268.93 K ,    19.8 % ,    97.883 kPa
15368663 ,    268.93 K ,    19.8 % ,    97.886 kPa
15371667 ,    268.94 K ,    19.8 % ,    97.884 kPa
15374671 ,    268.94 K ,    19.8 % ,    97.879 kPa
15377676 ,    268.94 K ,    19.8 % ,    97.874 kPa
15380681 ,    268.94 K ,    19.8 % ,    97.881 kPa
15383686 ,    268.95 K ,    19.8 % ,    97.886 kPa
15386690 ,    268.96 K ,    19.8 % ,    97.885 kPa
15389694 ,    268.95 K ,    19.8 % ,    97.886 kPa
15392700 ,    268.97 K ,    19.8 % ,    97.886 kPa
15395704 ,    268.96 K ,    19.8 % ,    97.883 kPa
15398709 ,    268.97 K ,    19.8 % ,    97.884 kPa
15401713 ,    268.97 K ,    19.8 % ,    97.873 kPa
15404718 ,    268.98 K ,    19.8 % ,    97.883 kPa
15407723 ,    268.97 K ,    19.8 % ,    97.884 kPa
15410727 ,    268.99 K ,    19.8 % ,    97.876 kPa
15413732 ,    268.98 K ,    19.8 % ,    97.881 kPa
15416736 ,    268.99 K ,    19.8 % ,    97.884 kPa
15419742 ,    268.99 K ,    19.8 % ,    97.882 kPa
15422746 ,    269.00 K ,    19.8 % ,    97.883 kPa
15425751 ,    268.99 K ,    19.8 % ,    97.885 kPa
15428755 ,    269.01 K ,    19.8 % ,    97.885 kPa
15431759 ,    269.00 K ,    19.8 % ,    97.881 kPa
15434765 ,    269.01 K ,    19.8 % ,    97.885 kPa
15437769 ,    269.00 K ,    19.8 % ,    97.879 kPa
15440774 ,    269.01 K ,    19.8 % ,    97.886 kPa
15443778 ,    269.00 K ,    19.8 % ,    97.887 kPa
15446782 ,    269.01 K ,    19.8 % ,    97.875 kPa
15449788 ,    269.02 K ,    19.8 % ,    97.877 kPa
15452792 ,    269.02 K ,    19.8 % ,    97.879 kPa
15455797 ,    269.03 K ,    19.8 % ,    97.883 kPa
15458801 ,    269.02 K ,    19.8 % ,    97.882 kPa
15461807 ,    269.03 K ,    19.8 % ,    97.886 kPa
15464811 ,    269.04 K ,    19.8 % ,    97.880 kPa
15467815 ,    269.03 K ,    19.8 % ,    97.881 kPa
15470820 ,    269.04 K ,    19.8 % ,    97.879 kPa
15473824 ,    269.03 K ,    19.8 % ,    97.878 kPa
15476830 ,    269.04 K ,    19.8 % ,    97.877 kPa
15479834 ,    269.05 K ,    19.8 % ,    97.889 kPa
15482839 ,    269.05 K ,    19.8 % ,    97.878 kPa
15485843 ,    269.05 K ,    19.8 % ,    97.882 kPa
15488847 ,    269.06 K ,    19.8 % ,    97.882 kPa
15491853 ,    269.06 K ,    19.8 % ,    97.882 kPa
15494857 ,    269.06 K ,    19.8 % ,    97.882 kPa
15497862 ,    269.05 K ,    19.8 % ,    97.882 kPa
15500866 ,    269.06 K ,    19.8 % ,    97.878 kPa
15503872 ,    269.06 K ,    19.8 % ,    97.883 kPa
15506876 ,    269.07 K ,    19.8 % ,    97.885 kPa
15509880 ,    269.07 K ,    19.8 % ,    97.880 kPa
15512885 ,    269.07 K ,    19.8 % ,    97.881 kPa
15515889 ,    269.08 K ,    19.8 % ,    97.880 kPa
15518895 ,    269.08 K ,    19.8 % ,    97.879 kPa
15521899 ,    269.07 K ,    19.8 % ,    97.877 kPa
15524903 ,    269.09 K ,    19.8 % ,    97.877 kPa
15527908 ,    269.08 K ,    19.8 % ,    97.881 kPa
15530912 ,    269.10 K ,    19.8 % ,    97.884 kPa
15533918 ,    269.10 K ,    19.8 % ,    97.884 kPa
15536922 ,    269.10 K ,    19.8 % ,    97.881 kPa
15539927 ,    269.10 K ,    19.8 % ,    97.886 kPa
15542931 ,    269.11 K ,    19.8 % ,    97.885 kPa
15545936 ,    269.10 K ,    19.8 % ,    97.884 kPa
15548941 ,    269.10 K ,    19.8 % ,    97.887 kPa
15551945 ,    269.12 K ,    19.8 % ,    97.889 kPa
15554950 ,    269.12 K ,    19.8 % ,    97.891 kPa
15557954 ,    269.11 K ,    19.8 % ,    97.883 kPa
15560960 ,    269.10 K ,    19.8 % ,    97.882 kPa
15563964 ,    269.12 K ,    19.8 % ,    97.891 kPa
15566968 ,    269.12 K ,    19.8 % ,    97.890 kPa
15569973 ,    269.13 K ,    19.8 % ,    97.880 kPa
15572977 ,    269.13 K ,    19.8 % ,    97.889 kPa
15575983 ,    269.14 K ,    19.8 % ,    97.887 kPa
15578987 ,    269.14 K ,    19.8 % ,    97.884 kPa
15581991 ,    269.14 K ,    19.8 % ,    97.884 kPa
15584996 ,    269.14 K ,    19.8 % ,    97.884 kPa
15588001 ,    269.15 K ,    19.8 % ,    97.883 kPa
15591006 ,    269.15 K ,    19.8 % ,    97.886 kPa
15594010 ,    269.15 K ,    19.8 % ,    97.887 kPa
15597015 ,    269.15 K ,    19.8 % ,    97.883 kPa
15600019 ,    269.15 K ,    19.8 % ,    97.881 kPa
15603024 ,    269.16 K ,    19.8 % ,    97.887 kPa
15606029 ,    269.16 K ,    19.8 % ,    97.885 kPa
15609033 ,    269.18 K ,    19.8 % ,    97.891 kPa
15612038 ,    269.16 K ,    19.8 % ,    97.886 kPa
15615043 ,    269.18 K ,    19.8 % ,    97.888 kPa
15618048 ,    269.18 K ,    19.8 % ,    97.891 kPa
15621052 ,    269.18 K ,    19.8 % ,    97.883 kPa
15624056 ,    269.18 K ,    19.8 % ,    97.885 kPa
15627061 ,    269.19 K ,    19.8 % ,    97.892 kPa
15630066 ,    269.18 K ,    19.8 % ,    97.885 kPa
15633071 ,    269.19 K ,    19.8 % ,    97.885 kPa
15636075 ,    269.19 K ,    19.8 % ,    97.880 kPa
15639079 ,    269.19 K ,    19.8 % ,    97.877 kPa
15642084 ,    269.20 K ,    19.8 % ,    97.886 kPa
15645089 ,    269.21 K ,    19.8 % ,    97.882 kPa
15648094 ,    269.19 K ,    19.8 % ,    97.885 kPa
15651098 ,    269.21 K ,    19.8 % ,    97.880 kPa
15654103 ,    269.21 K ,    19.8 % ,    97.883 kPa
15657108 ,    269.22 K ,    19.8 % ,    97.887 kPa
15660112 ,    269.21 K ,    19.8 % ,    97.885 kPa
15663117 ,    269.22 K ,    19.8 % ,    97.887 kPa
15666121 ,    269.22 K ,    19.8 % ,    97.882 kPa
15669126 ,    269.23 K ,    19.8 % ,    97.886 kPa
15672131 ,    269.24 K ,    19.8 % ,    97.879 kPa
15675136 ,    269.24 K ,    19.8 % ,    97.879 kPa
15678140 ,    269.24 K ,    19.8 % ,    97.887 kPa
15681144 ,    269.25 K ,    19.8 % ,    97.889 kPa
15684150 ,    269.25 K ,    19.8 % ,    97.879 kPa
15687154 ,    269.26 K ,    19.8 % ,    97.880 kPa
15690159 ,    269.27 K ,    19.8 % ,    97.882 kPa
15693163 ,    269.27 K ,    19.8 % ,    97.879 kPa
15696167 ,    269.27 K ,    19.8 % ,    97.885 kPa
15699173 ,    269.28 K ,    19.8 % ,    97.886 kPa
15702177 ,    269.28 K ,    19.8 % ,    97.887 kPa
15705182 ,    269.28 K ,    19.8 % ,    97.879 kPa
15708186 ,    269.28 K ,    19.8 % ,    97.876 kPa
15711192 ,    269.30 K ,    19.8 % ,    97.886 kPa
15714196 ,    269.29 K ,    19.8 % ,    97.877 kPa
15717200 ,    269.31 K ,    19.8 % ,    97.880 kPa
15720205 ,    269.31 K ,    19.8 % ,    97.881 kPa
15723209 ,    269.31 K ,    19.8 % ,    97.880 kPa
15726215 ,    269.31 K ,    19.8 % ,    97.876 kPa
15729219 ,    269.32 K ,    19.8 % ,    97.883 kPa
15732224 ,    269.33 K ,    19.8 % ,    97.884 kPa
15735228 ,    269.33 K ,    19.8 % ,    97.883 kPa
15738232 ,    269.33 K ,    19.8 % ,    97.883 kPa
15741238 ,    269.34 K ,    19.8 % ,    97.880 kPa
15744242 ,    269.34 K ,    19.8 % ,    97.881 kPa
15747247 ,    269.35 K ,    19.8 % ,    97.884 kPa
15750251 ,    269.35 K ,    19.8 % ,    97.884 kPa
15753256 ,    269.35 K ,    19.8 % ,    97.885 kPa
15756261 ,    269.36 K ,    19.8 % ,    97.884 kPa
15759265 ,    269.38 K ,    19.8 % ,    97.886 kPa
15762270 ,    269.37 K ,    19.8 % ,    97.885 kPa
15765274 ,    269.38 K ,    19.8 % ,    97.881 kPa
15768280 ,    269.38 K ,    19.8 % ,    97.882 kPa
15771284 ,    269.38 K ,    19.8 % ,    97.882 kPa
15774288 ,    269.39 K ,    19.8 % ,    97.877 kPa
15777293 ,    269.39 K ,    19.8 % ,    97.883 kPa
15780298 ,    269.40 K ,    19.8 % ,    97.882 kPa
15783303 ,    269.41 K ,    19.8 % ,    97.875 kPa
15786307 ,    269.40 K ,    19.8 % ,    97.882 kPa
15789312 ,    269.40 K ,    19.8 % ,    97.882 kPa
15792316 ,    269.41 K ,    19.8 % ,    97.881 kPa
15795321 ,    269.42 K ,    19.8 % ,    97.882 kPa
15798326 ,    269.42 K ,    19.8 % ,    97.883 kPa
15801330 ,    269.43 K ,    19.8 % ,    97.882 kPa
15804335 ,    269.43 K ,    19.8 % ,    97.882 kPa
15807339 ,    269.43 K ,    19.8 % ,    97.882 kPa
15810344 ,    269.45 K ,    19.8 % ,    97.876 kPa
15813349 ,    269.45 K ,    19.8 % ,    97.884 kPa
15816353 ,    269.46 K ,    19.8 % ,    97.891 kPa
15819358 ,    269.45 K ,    19.8 % ,    97.883 kPa
15822363 ,    269.46 K ,    19.8 % ,    97.887 kPa
15825368 ,    269.47 K ,    19.8 % ,    97.885 kPa
15828372 ,    269.47 K ,    19.8 % ,    97.886 kPa
15831376 ,    269.47 K ,    19.8 % ,    97.882 kPa
15834381 ,    269.47 K ,    19.8 % ,    97.881 kPa
15837386 ,    269.48 K ,    19.8 % ,    97.887 kPa
15840391 ,    269.49 K ,    19.8 % ,    97.883 kPa
15843395 ,    269.48 K ,    19.8 % ,    97.877 kPa
15846400 ,    269.49 K ,    19.8 % ,    97.886 kPa
15849405 ,    269.49 K ,    19.8 % ,    97.881 kPa
15852409 ,    269.50 K ,    19.8 % ,    97.883 kPa
15855414 ,    269.52 K ,    19.8 % ,    97.887 kPa
15858418 ,    269.51 K ,    19.8 % ,    97.886 kPa
15861423 ,    269.52 K ,    19.8 % ,    97.890 kPa
15864428 ,    269.52 K ,    19.8 % ,    97.885 kPa
15867432 ,    269.53 K ,    19.8 % ,    97.883 kPa
15870437 ,    269.54 K ,    19.8 % ,    97.885 kPa
15873441 ,    269.53 K ,    19.8 % ,    97.889 kPa
15876446 ,    269.54 K ,    19.8 % ,    97.874 kPa
15879451 ,    269.54 K ,    19.8 % ,    97.885 kPa
15882456 ,    269.54 K ,    19.8 % ,    97.883 kPa
15885460 ,    269.55 K ,    19.8 % ,    97.887 kPa
15888464 ,    269.55 K ,    19.8 % ,    97.882 kPa
