Tempo relativo (ms) , Temperatura (C), Umidita (%), Pressione (hPa)
2917545 ,    336.33 K ,    27.0 % ,    97.608 kPa
2920550 ,    336.30 K ,    27.1 % ,    97.607 kPa
2923554 ,    336.27 K ,    27.1 % ,    97.607 kPa
2926559 ,    336.25 K ,    27.1 % ,    97.607 kPa
2929563 ,    336.22 K ,    27.1 % ,    97.607 kPa
2932568 ,    336.20 K ,    27.1 % ,    97.607 kPa
2935573 ,    336.17 K ,    27.1 % ,    97.606 kPa
2938577 ,    336.14 K ,    27.2 % ,    97.606 kPa
2941582 ,    336.12 K ,    27.2 % ,    97.606 kPa
2944586 ,    336.09 K ,    27.2 % ,    97.607 kPa
2947591 ,    336.06 K ,    27.2 % ,    97.606 kPa
2950595 ,    336.04 K ,    27.3 % ,    97.606 kPa
2953601 ,    336.01 K ,    27.3 % ,    97.605 kPa
2956605 ,    335.98 K ,    27.3 % ,    97.605 kPa
2959609 ,    335.96 K ,    27.3 % ,    97.605 kPa
2962614 ,    335.93 K ,    27.3 % ,    97.605 kPa
2965618 ,    335.90 K ,    27.3 % ,    97.605 kPa
2968623 ,    335.88 K ,    27.3 % ,    97.605 kPa
2971628 ,    335.85 K ,    27.4 % ,    97.605 kPa
2974632 ,    335.83 K ,    27.4 % ,    97.605 kPa
2977637 ,    335.80 K ,    27.4 % ,    97.605 kPa
2980641 ,    335.77 K ,    27.4 % ,    97.604 kPa
2983646 ,    335.75 K ,    27.4 % ,    97.604 kPa
2986650 ,    335.72 K ,    27.4 % ,    97.604 kPa
2989656 ,    335.70 K ,    27.5 % ,    97.605 kPa
2992660 ,    335.67 K ,    27.5 % ,    97.604 kPa
2995664 ,    335.64 K ,    27.5 % ,    97.605 kPa
2998669 ,    335.62 K ,    27.5 % ,    97.604 kPa
3001673 ,    335.59 K ,    27.6 % ,    97.604 kPa
3004678 ,    335.56 K ,    27.6 % ,    97.604 kPa
3007683 ,    335.53 K ,    27.6 % ,    97.603 kPa
3010688 ,    335.51 K ,    27.6 % ,    97.603 kPa
3013692 ,    335.48 K ,    27.6 % ,    97.603 kPa
3016696 ,    335.46 K ,    27.6 % ,    97.603 kPa
3019701 ,    335.43 K ,    27.7 % ,    97.602 kPa
3022705 ,    335.40 K ,    27.7 % ,    97.602 kPa
3025711 ,    335.37 K ,    27.7 % ,    97.602 kPa
3028715 ,    335.35 K ,    27.7 % ,    97.602 kPa
3031719 ,    335.32 K ,    27.7 % ,    97.601 kPa
3034724 ,    335.29 K ,    27.8 % ,    97.601 kPa
3037728 ,    335.27 K ,    27.7 % ,    97.600 kPa
3040733 ,    335.24 K ,    27.8 % ,    97.600 kPa
3043738 ,    335.21 K ,    27.8 % ,    97.600 kPa
3046743 ,    335.18 K ,    27.8 % ,    97.600 kPa
3049747 ,    335.16 K ,    27.8 % ,    97.600 kPa
3052751 ,    335.13 K ,    27.8 % ,    97.599 kPa
3055756 ,    335.11 K ,    27.8 % ,    97.600 kPa
3058760 ,    335.08 K ,    27.9 % ,    97.599 kPa
3061766 ,    335.05 K ,    27.9 % ,    97.599 kPa
3064770 ,    335.03 K ,    27.9 % ,    97.599 kPa
3067774 ,    335.00 K ,    27.9 % ,    97.599 kPa
3070779 ,    334.97 K ,    28.0 % ,    97.599 kPa
3073783 ,    334.94 K ,    28.0 % ,    97.599 kPa
3076788 ,    334.92 K ,    28.0 % ,    97.599 kPa
3079793 ,    334.89 K ,    28.0 % ,    97.599 kPa
3082798 ,    334.86 K ,    28.0 % ,    97.599 kPa
3085802 ,    334.83 K ,    28.0 % ,    97.599 kPa
3088806 ,    334.81 K ,    28.0 % ,    97.599 kPa
3091811 ,    334.78 K ,    28.0 % ,    97.599 kPa
3094815 ,    334.76 K ,    28.0 % ,    97.599 kPa
3097821 ,    334.73 K ,    28.1 % ,    97.598 kPa
3100825 ,    334.70 K ,    28.1 % ,    97.598 kPa
3103830 ,    334.68 K ,    28.1 % ,    97.599 kPa
3106834 ,    334.65 K ,    28.1 % ,    97.598 kPa
3109838 ,    334.62 K ,    28.1 % ,    97.598 kPa
3112843 ,    334.59 K ,    28.2 % ,    97.598 kPa
3115848 ,    334.57 K ,    28.2 % ,    97.598 kPa
3118853 ,    334.54 K ,    28.2 % ,    97.598 kPa
3121857 ,    334.51 K ,    28.2 % ,    97.597 kPa
3124861 ,    334.49 K ,    28.2 % ,    97.597 kPa
3127866 ,    334.46 K ,    28.2 % ,    97.597 kPa
3130870 ,    334.43 K ,    28.2 % ,    97.597 kPa
3133876 ,    334.41 K ,    28.3 % ,    97.597 kPa
3136880 ,    334.38 K ,    28.3 % ,    97.597 kPa
3139885 ,    334.35 K ,    28.3 % ,    97.597 kPa
3142889 ,    334.33 K ,    28.3 % ,    97.597 kPa
3145893 ,    334.30 K ,    28.3 % ,    97.597 kPa
3148899 ,    334.27 K ,    28.3 % ,    97.597 kPa
3151903 ,    334.24 K ,    28.4 % ,    97.597 kPa
3154908 ,    334.22 K ,    28.4 % ,    97.597 kPa
3157912 ,    334.19 K ,    28.4 % ,    97.597 kPa
3160916 ,    334.16 K ,    28.4 % ,    97.597 kPa
3163921 ,    334.14 K ,    28.4 % ,    97.597 kPa
3166926 ,    334.11 K ,    28.4 % ,    97.596 kPa
3169931 ,    334.08 K ,    28.5 % ,    97.596 kPa
3172935 ,    334.05 K ,    28.4 % ,    97.596 kPa
3175940 ,    334.03 K ,    28.5 % ,    97.596 kPa
3178944 ,    334.00 K ,    28.5 % ,    97.596 kPa
3181948 ,    333.97 K ,    28.5 % ,    97.596 kPa
3184954 ,    333.95 K ,    28.5 % ,    97.596 kPa
3187958 ,    333.92 K ,    28.6 % ,    97.596 kPa
3190963 ,    333.89 K ,    28.6 % ,    97.596 kPa
3193967 ,    333.87 K ,    28.6 % ,    97.596 kPa
3196972 ,    333.84 K ,    28.6 % ,    97.595 kPa
3199976 ,    333.81 K ,    28.6 % ,    97.596 kPa
3202981 ,    333.79 K ,    28.6 % ,    97.595 kPa
3205986 ,    333.76 K ,    28.6 % ,    97.595 kPa
3208990 ,    333.73 K ,    28.7 % ,    97.595 kPa
3211995 ,    333.71 K ,    28.7 % ,    97.595 kPa
3214999 ,    333.68 K ,    28.7 % ,    97.594 kPa
3218003 ,    333.65 K ,    28.7 % ,    97.594 kPa
3221009 ,    333.62 K ,    28.7 % ,    97.595 kPa
3224013 ,    333.60 K ,    28.7 % ,    97.594 kPa
3227018 ,    333.57 K ,    28.7 % ,    97.594 kPa
3230022 ,    333.54 K ,    28.8 % ,    97.595 kPa
3233027 ,    333.52 K ,    28.8 % ,    97.594 kPa
3236031 ,    333.49 K ,    28.8 % ,    97.595 kPa
3239036 ,    333.46 K ,    28.8 % ,    97.594 kPa
3242041 ,    333.44 K ,    28.8 % ,    97.595 kPa
3245045 ,    333.41 K ,    28.8 % ,    97.595 kPa
3248050 ,    333.38 K ,    28.8 % ,    97.595 kPa
3251054 ,    333.36 K ,    28.9 % ,    97.595 kPa
3254060 ,    333.33 K ,    28.9 % ,    97.595 kPa
3257064 ,    333.30 K ,    28.9 % ,    97.596 kPa
3260068 ,    333.27 K ,    28.9 % ,    97.596 kPa
3263073 ,    333.25 K ,    28.9 % ,    97.596 kPa
3266077 ,    333.22 K ,    28.9 % ,    97.596 kPa
3269082 ,    333.19 K ,    28.9 % ,    97.595 kPa
3272087 ,    333.17 K ,    28.9 % ,    97.596 kPa
3275091 ,    333.14 K ,    28.9 % ,    97.595 kPa
3278096 ,    333.12 K ,    29.0 % ,    97.596 kPa
3281100 ,    333.09 K ,    29.0 % ,    97.595 kPa
3284105 ,    333.06 K ,    29.0 % ,    97.596 kPa
3287109 ,    333.03 K ,    29.0 % ,    97.596 kPa
3290115 ,    333.01 K ,    29.0 % ,    97.596 kPa
3293119 ,    332.98 K ,    29.0 % ,    97.596 kPa
3296123 ,    332.95 K ,    29.0 % ,    97.596 kPa
3299128 ,    332.93 K ,    29.1 % ,    97.596 kPa
3302132 ,    332.90 K ,    29.1 % ,    97.596 kPa
3305137 ,    332.87 K ,    29.1 % ,    97.595 kPa
3308142 ,    332.84 K ,    29.1 % ,    97.595 kPa
3311147 ,    332.82 K ,    29.1 % ,    97.595 kPa
3314151 ,    332.79 K ,    29.1 % ,    97.595 kPa
3317155 ,    332.76 K ,    29.1 % ,    97.596 kPa
3320160 ,    332.74 K ,    29.1 % ,    97.595 kPa
3323164 ,    332.71 K ,    29.1 % ,    97.595 kPa
3326170 ,    332.68 K ,    29.2 % ,    97.595 kPa
3329174 ,    332.65 K ,    29.2 % ,    97.596 kPa
3332178 ,    332.63 K ,    29.2 % ,    97.595 kPa
3335183 ,    332.60 K ,    29.2 % ,    97.595 kPa
3338187 ,    332.57 K ,    29.2 % ,    97.595 kPa
3341192 ,    332.55 K ,    29.2 % ,    97.595 kPa
3344197 ,    332.52 K ,    29.3 % ,    97.595 kPa
3347202 ,    332.49 K ,    29.3 % ,    97.595 kPa
3350206 ,    332.46 K ,    29.3 % ,    97.595 kPa
3353210 ,    332.44 K ,    29.3 % ,    97.595 kPa
3356215 ,    332.41 K ,    29.3 % ,    97.595 kPa
3359219 ,    332.38 K ,    29.3 % ,    97.595 kPa
3362225 ,    332.36 K ,    29.3 % ,    97.595 kPa
3365229 ,    332.33 K ,    29.3 % ,    97.595 kPa
3368233 ,    332.30 K ,    29.3 % ,    97.595 kPa
3371238 ,    332.27 K ,    29.3 % ,    97.595 kPa
3374242 ,    332.25 K ,    29.4 % ,    97.595 kPa
3377247 ,    332.22 K ,    29.4 % ,    97.595 kPa
3380252 ,    332.19 K ,    29.4 % ,    97.594 kPa
3383257 ,    332.17 K ,    29.4 % ,    97.594 kPa
3386261 ,    332.14 K ,    29.4 % ,    97.595 kPa
3389265 ,    332.11 K ,    29.4 % ,    97.594 kPa
3392270 ,    332.09 K ,    29.4 % ,    97.594 kPa
3395274 ,    332.06 K ,    29.4 % ,    97.594 kPa
3398280 ,    332.03 K ,    29.5 % ,    97.594 kPa
3401284 ,    332.01 K ,    29.5 % ,    97.594 kPa
3404289 ,    331.98 K ,    29.5 % ,    97.594 kPa
3407293 ,    331.95 K ,    29.5 % ,    97.594 kPa
3410297 ,    331.92 K ,    29.5 % ,    97.594 kPa
3413302 ,    331.90 K ,    29.5 % ,    97.594 kPa
3416307 ,    331.87 K ,    29.5 % ,    97.594 kPa
3419312 ,    331.85 K ,    29.5 % ,    97.593 kPa
3422316 ,    331.82 K ,    29.5 % ,    97.593 kPa
3425320 ,    331.80 K ,    29.5 % ,    97.594 kPa
3428325 ,    331.77 K ,    29.6 % ,    97.593 kPa
3431329 ,    331.74 K ,    29.6 % ,    97.593 kPa
3434335 ,    331.71 K ,    29.6 % ,    97.593 kPa
3437339 ,    331.69 K ,    29.6 % ,    97.593 kPa
3440344 ,    331.66 K ,    29.6 % ,    97.592 kPa
3443348 ,    331.63 K ,    29.6 % ,    97.592 kPa
3446352 ,    331.61 K ,    29.6 % ,    97.592 kPa
3449358 ,    331.58 K ,    29.7 % ,    97.592 kPa
3452362 ,    331.55 K ,    29.6 % ,    97.592 kPa
3455367 ,    331.52 K ,    29.7 % ,    97.591 kPa
3458371 ,    331.50 K ,    29.7 % ,    97.591 kPa
3461376 ,    331.47 K ,    29.7 % ,    97.590 kPa
3464380 ,    331.45 K ,    29.7 % ,    97.590 kPa
3467385 ,    331.42 K ,    29.7 % ,    97.590 kPa
3470390 ,    331.39 K ,    29.7 % ,    97.590 kPa
3473394 ,    331.36 K ,    29.7 % ,    97.590 kPa
3476399 ,    331.34 K ,    29.7 % ,    97.590 kPa
3479403 ,    331.31 K ,    29.7 % ,    97.590 kPa
3482407 ,    331.28 K ,    29.8 % ,    97.589 kPa
3485413 ,    331.26 K ,    29.8 % ,    97.589 kPa
3488417 ,    331.23 K ,    29.8 % ,    97.588 kPa
3491422 ,    331.21 K ,    29.8 % ,    97.588 kPa
3494426 ,    331.18 K ,    29.8 % ,    97.588 kPa
3497431 ,    331.15 K ,    29.8 % ,    97.588 kPa
3500435 ,    331.12 K ,    29.8 % ,    97.587 kPa
3503440 ,    331.10 K ,    29.8 % ,    97.588 kPa
3506445 ,    331.07 K ,    29.8 % ,    97.587 kPa
3509449 ,    331.04 K ,    29.8 % ,    97.587 kPa
3512454 ,    331.02 K ,    29.8 % ,    97.587 kPa
3515458 ,    330.99 K ,    29.9 % ,    97.588 kPa
3518462 ,    330.96 K ,    29.9 % ,    97.587 kPa
3521468 ,    330.94 K ,    29.9 % ,    97.587 kPa
3524472 ,    330.91 K ,    29.9 % ,    97.587 kPa
3527477 ,    330.88 K ,    29.9 % ,    97.587 kPa
3530481 ,    330.86 K ,    29.9 % ,    97.587 kPa
3533486 ,    330.83 K ,    29.9 % ,    97.586 kPa
3536490 ,    330.80 K ,    29.9 % ,    97.586 kPa
3539495 ,    330.78 K ,    29.9 % ,    97.586 kPa
3542500 ,    330.75 K ,    29.9 % ,    97.586 kPa
3545504 ,    330.72 K ,    29.9 % ,    97.585 kPa
3548509 ,    330.70 K ,    30.0 % ,    97.585 kPa
3551513 ,    330.67 K ,    30.0 % ,    97.585 kPa
3554518 ,    330.64 K ,    30.0 % ,    97.584 kPa
3557523 ,    330.62 K ,    30.0 % ,    97.584 kPa
3560527 ,    330.59 K ,    30.0 % ,    97.584 kPa
3563532 ,    330.56 K ,    30.0 % ,    97.584 kPa
3566536 ,    330.54 K ,    30.0 % ,    97.584 kPa
3569541 ,    330.51 K ,    30.0 % ,    97.584 kPa
3572545 ,    330.49 K ,    30.0 % ,    97.584 kPa
3575550 ,    330.46 K ,    30.0 % ,    97.583 kPa
3578555 ,    330.43 K ,    30.1 % ,    97.583 kPa
3581559 ,    330.40 K ,    30.1 % ,    97.583 kPa
3584564 ,    330.38 K ,    30.1 % ,    97.583 kPa
3587568 ,    330.35 K ,    30.1 % ,    97.582 kPa
3590573 ,    330.33 K ,    30.1 % ,    97.582 kPa
3593578 ,    330.30 K ,    30.1 % ,    97.582 kPa
3596582 ,    330.27 K ,    30.1 % ,    97.582 kPa
3599587 ,    330.25 K ,    30.2 % ,    97.582 kPa
3602591 ,    330.22 K ,    30.1 % ,    97.582 kPa
3605596 ,    330.19 K ,    30.1 % ,    97.582 kPa
3608600 ,    330.17 K ,    30.2 % ,    97.582 kPa
3611606 ,    330.14 K ,    30.1 % ,    97.581 kPa
3614610 ,    330.11 K ,    30.2 % ,    97.581 kPa
3617614 ,    330.09 K ,    30.2 % ,    97.582 kPa
3620619 ,    330.06 K ,    30.2 % ,    97.581 kPa
3623623 ,    330.03 K ,    30.2 % ,    97.581 kPa
3626628 ,    330.00 K ,    30.2 % ,    97.581 kPa
3629633 ,    329.98 K ,    30.2 % ,    97.581 kPa
3632637 ,    329.95 K ,    30.2 % ,    97.581 kPa
3635642 ,    329.93 K ,    30.2 % ,    97.581 kPa
3638646 ,    329.90 K ,    30.2 % ,    97.581 kPa
3641651 ,    329.87 K ,    30.2 % ,    97.581 kPa
3644656 ,    329.85 K ,    30.3 % ,    97.582 kPa
3647661 ,    329.82 K ,    30.2 % ,    97.582 kPa
3650665 ,    329.79 K ,    30.3 % ,    97.582 kPa
3653669 ,    329.77 K ,    30.3 % ,    97.582 kPa
3656674 ,    329.74 K ,    30.3 % ,    97.582 kPa
3659678 ,    329.72 K ,    30.3 % ,    97.582 kPa
3662684 ,    329.69 K ,    30.3 % ,    97.582 kPa
3665688 ,    329.67 K ,    30.3 % ,    97.582 kPa
3668692 ,    329.64 K ,    30.3 % ,    97.582 kPa
3671697 ,    329.61 K ,    30.3 % ,    97.581 kPa
3674701 ,    329.59 K ,    30.3 % ,    97.581 kPa
3677706 ,    329.56 K ,    30.4 % ,    97.581 kPa
3680711 ,    329.53 K ,    30.4 % ,    97.581 kPa
3683716 ,    329.51 K ,    30.3 % ,    97.581 kPa
3686720 ,    329.48 K ,    30.4 % ,    97.581 kPa
3689724 ,    329.45 K ,    30.4 % ,    97.580 kPa
3692729 ,    329.43 K ,    30.4 % ,    97.580 kPa
3695733 ,    329.40 K ,    30.4 % ,    97.580 kPa
3698739 ,    329.38 K ,    30.4 % ,    97.580 kPa
3701743 ,    329.35 K ,    30.4 % ,    97.580 kPa
3704748 ,    329.32 K ,    30.4 % ,    97.579 kPa
3707752 ,    329.30 K ,    30.4 % ,    97.579 kPa
3710756 ,    329.27 K ,    30.4 % ,    97.579 kPa
3713761 ,    329.24 K ,    30.4 % ,    97.579 kPa
3716766 ,    329.22 K ,    30.4 % ,    97.579 kPa
3719771 ,    329.19 K ,    30.4 % ,    97.579 kPa
3722775 ,    329.17 K ,    30.5 % ,    97.579 kPa
3725779 ,    329.14 K ,    30.5 % ,    97.579 kPa
3728784 ,    329.12 K ,    30.5 % ,    97.580 kPa
3731788 ,    329.09 K ,    30.5 % ,    97.579 kPa
3734794 ,    329.06 K ,    30.5 % ,    97.580 kPa
3737798 ,    329.04 K ,    30.5 % ,    97.580 kPa
3740803 ,    329.01 K ,    30.5 % ,    97.581 kPa
3743807 ,    328.98 K ,    30.5 % ,    97.581 kPa
3746811 ,    328.96 K ,    30.5 % ,    97.580 kPa
3749816 ,    328.93 K ,    30.5 % ,    97.580 kPa
3752821 ,    328.90 K ,    30.5 % ,    97.580 kPa
3755826 ,    328.88 K ,    30.5 % ,    97.580 kPa
3758830 ,    328.85 K ,    30.6 % ,    97.580 kPa
3761835 ,    328.82 K ,    30.6 % ,    97.580 kPa
3764839 ,    328.80 K ,    30.5 % ,    97.580 kPa
3767843 ,    328.77 K ,    30.5 % ,    97.580 kPa
3770849 ,    328.75 K ,    30.6 % ,    97.580 kPa
3773853 ,    328.72 K ,    30.6 % ,    97.581 kPa
3776858 ,    328.69 K ,    30.6 % ,    97.580 kPa
3779862 ,    328.67 K ,    30.6 % ,    97.581 kPa
3782866 ,    328.64 K ,    30.6 % ,    97.580 kPa
3785871 ,    328.62 K ,    30.6 % ,    97.581 kPa
3788876 ,    328.59 K ,    30.6 % ,    97.581 kPa
3791881 ,    328.56 K ,    30.6 % ,    97.581 kPa
3794885 ,    328.54 K ,    30.6 % ,    97.581 kPa
3797890 ,    328.51 K ,    30.6 % ,    97.581 kPa
3800894 ,    328.49 K ,    30.6 % ,    97.582 kPa
3803898 ,    328.46 K ,    30.6 % ,    97.581 kPa
3806904 ,    328.43 K ,    30.7 % ,    97.581 kPa
3809908 ,    328.41 K ,    30.6 % ,    97.582 kPa
3812913 ,    328.38 K ,    30.6 % ,    97.582 kPa
3815917 ,    328.36 K ,    30.7 % ,    97.582 kPa
3818921 ,    328.33 K ,    30.7 % ,    97.582 kPa
3821927 ,    328.31 K ,    30.7 % ,    97.582 kPa
3824931 ,    328.28 K ,    30.7 % ,    97.582 kPa
3827936 ,    328.25 K ,    30.7 % ,    97.582 kPa
3830940 ,    328.23 K ,    30.7 % ,    97.582 kPa
3833945 ,    328.20 K ,    30.7 % ,    97.582 kPa
3836949 ,    328.18 K ,    30.7 % ,    97.582 kPa
3839954 ,    328.15 K ,    30.7 % ,    97.582 kPa
3842959 ,    328.13 K ,    30.7 % ,    97.582 kPa
3845963 ,    328.10 K ,    30.7 % ,    97.582 kPa
3848968 ,    328.07 K ,    30.7 % ,    97.582 kPa
3851972 ,    328.05 K ,    30.7 % ,    97.582 kPa
3854977 ,    328.02 K ,    30.7 % ,    97.581 kPa
3857982 ,    328.00 K ,    30.7 % ,    97.582 kPa
3860986 ,    327.97 K ,    30.8 % ,    97.582 kPa
3863991 ,    327.95 K ,    30.8 % ,    97.582 kPa
3866995 ,    327.92 K ,    30.8 % ,    97.582 kPa
3870000 ,    327.89 K ,    30.8 % ,    97.582 kPa
3873004 ,    327.87 K ,    30.8 % ,    97.582 kPa
3876009 ,    327.84 K ,    30.8 % ,    97.582 kPa
3879014 ,    327.82 K ,    30.8 % ,    97.583 kPa
3882018 ,    327.79 K ,    30.8 % ,    97.583 kPa
3885023 ,    327.77 K ,    30.8 % ,    97.583 kPa
3888027 ,    327.74 K ,    30.8 % ,    97.584 kPa
3891032 ,    327.72 K ,    30.8 % ,    97.584 kPa
3894037 ,    327.69 K ,    30.8 % ,    97.584 kPa
3897041 ,    327.66 K ,    30.8 % ,    97.583 kPa
3900046 ,    327.64 K ,    30.8 % ,    97.584 kPa
3903050 ,    327.61 K ,    30.8 % ,    97.584 kPa
3906055 ,    327.59 K ,    30.8 % ,    97.584 kPa
3909059 ,    327.56 K ,    30.8 % ,    97.584 kPa
3912065 ,    327.54 K ,    30.8 % ,    97.584 kPa
3915069 ,    327.51 K ,    30.8 % ,    97.584 kPa
3918073 ,    327.48 K ,    30.9 % ,    97.584 kPa
3921078 ,    327.46 K ,    30.9 % ,    97.584 kPa
3924082 ,    327.43 K ,    30.9 % ,    97.584 kPa
3927087 ,    327.41 K ,    30.9 % ,    97.584 kPa
3930092 ,    327.38 K ,    30.9 % ,    97.585 kPa
3933096 ,    327.36 K ,    30.9 % ,    97.585 kPa
3936101 ,    327.33 K ,    30.9 % ,    97.585 kPa
3939105 ,    327.30 K ,    30.9 % ,    97.585 kPa
3942110 ,    327.28 K ,    30.9 % ,    97.585 kPa
3945115 ,    327.25 K ,    30.9 % ,    97.585 kPa
3948120 ,    327.23 K ,    30.9 % ,    97.585 kPa
3951124 ,    327.20 K ,    30.9 % ,    97.585 kPa
3954128 ,    327.18 K ,    31.0 % ,    97.586 kPa
3957133 ,    327.15 K ,    30.9 % ,    97.585 kPa
3960137 ,    327.12 K ,    30.9 % ,    97.585 kPa
3963143 ,    327.10 K ,    31.0 % ,    97.586 kPa
3966147 ,    327.07 K ,    31.0 % ,    97.586 kPa
3969152 ,    327.05 K ,    31.0 % ,    97.586 kPa
3972156 ,    327.03 K ,    31.0 % ,    97.586 kPa
3975160 ,    327.00 K ,    31.0 % ,    97.587 kPa
3978165 ,    326.98 K ,    31.0 % ,    97.586 kPa
3981169 ,    326.95 K ,    31.0 % ,    97.586 kPa
3984175 ,    326.92 K ,    31.0 % ,    97.586 kPa
3987179 ,    326.90 K ,    31.0 % ,    97.586 kPa
3990183 ,    326.87 K ,    31.0 % ,    97.586 kPa
3993188 ,    326.85 K ,    31.0 % ,    97.586 kPa
3996192 ,    326.82 K ,    31.0 % ,    97.586 kPa
3999197 ,    326.80 K ,    31.0 % ,    97.586 kPa
4002202 ,    326.77 K ,    31.0 % ,    97.585 kPa
4005207 ,    326.75 K ,    31.0 % ,    97.585 kPa
4008211 ,    326.72 K ,    31.0 % ,    97.585 kPa
4011215 ,    326.70 K ,    31.0 % ,    97.586 kPa
4014220 ,    326.67 K ,    31.0 % ,    97.586 kPa
4017224 ,    326.65 K ,    31.0 % ,    97.586 kPa
4020230 ,    326.62 K ,    31.0 % ,    97.586 kPa
4023234 ,    326.60 K ,    31.0 % ,    97.586 kPa
4026238 ,    326.57 K ,    31.0 % ,    97.586 kPa
4029243 ,    326.55 K ,    31.0 % ,    97.586 kPa
4032247 ,    326.52 K ,    31.0 % ,    97.586 kPa
4035252 ,    326.50 K ,    31.0 % ,    97.586 kPa
4038257 ,    326.47 K ,    31.1 % ,    97.586 kPa
4041262 ,    326.45 K ,    31.0 % ,    97.586 kPa
4044266 ,    326.42 K ,    31.1 % ,    97.585 kPa
4047270 ,    326.40 K ,    31.0 % ,    97.585 kPa
4050275 ,    326.38 K ,    31.0 % ,    97.586 kPa
4053279 ,    326.35 K ,    31.1 % ,    97.585 kPa
4056285 ,    326.32 K ,    31.1 % ,    97.586 kPa
4059289 ,    326.30 K ,    31.1 % ,    97.585 kPa
4062294 ,    326.27 K ,    31.1 % ,    97.585 kPa
4065298 ,    326.25 K ,    31.1 % ,    97.585 kPa
4068302 ,    326.22 K ,    31.1 % ,    97.585 kPa
4071307 ,    326.20 K ,    31.1 % ,    97.585 kPa
4074312 ,    326.17 K ,    31.1 % ,    97.585 kPa
4077317 ,    326.14 K ,    31.1 % ,    97.586 kPa
4080321 ,    326.12 K ,    31.1 % ,    97.586 kPa
4083325 ,    326.10 K ,    31.1 % ,    97.586 kPa
4086330 ,    326.07 K ,    31.1 % ,    97.586 kPa
4089334 ,    326.05 K ,    31.1 % ,    97.586 kPa
4092340 ,    326.02 K ,    31.1 % ,    97.586 kPa
4095344 ,    326.00 K ,    31.1 % ,    97.587 kPa
4098349 ,    325.97 K ,    31.1 % ,    97.587 kPa
4101353 ,    325.95 K ,    31.1 % ,    97.587 kPa
4104357 ,    325.92 K ,    31.1 % ,    97.586 kPa
4107362 ,    325.90 K ,    31.1 % ,    97.587 kPa
4110367 ,    325.87 K ,    31.1 % ,    97.587 kPa
4113372 ,    325.85 K ,    31.1 % ,    97.587 kPa
4116376 ,    325.82 K ,    31.1 % ,    97.587 kPa
4119380 ,    325.80 K ,    31.1 % ,    97.587 kPa
4122385 ,    325.77 K ,    31.2 % ,    97.586 kPa
4125390 ,    325.75 K ,    31.2 % ,    97.586 kPa
4128395 ,    325.72 K ,    31.2 % ,    97.586 kPa
4131399 ,    325.70 K ,    31.1 % ,    97.587 kPa
4134404 ,    325.68 K ,    31.2 % ,    97.587 kPa
4137408 ,    325.65 K ,    31.2 % ,    97.587 kPa
4140412 ,    325.63 K ,    31.2 % ,    97.586 kPa
4143418 ,    325.60 K ,    31.2 % ,    97.586 kPa
4146422 ,    325.58 K ,    31.2 % ,    97.586 kPa
4149427 ,    325.55 K ,    31.2 % ,    97.586 kPa
4152431 ,    325.53 K ,    31.2 % ,    97.586 kPa
4155436 ,    325.50 K ,    31.2 % ,    97.586 kPa
4158440 ,    325.48 K ,    31.2 % ,    97.586 kPa
4161445 ,    325.46 K ,    31.2 % ,    97.586 kPa
4164450 ,    325.43 K ,    31.2 % ,    97.586 kPa
4167454 ,    325.41 K ,    31.2 % ,    97.586 kPa
4170459 ,    325.38 K ,    31.2 % ,    97.586 kPa
4173463 ,    325.36 K ,    31.2 % ,    97.586 kPa
4176467 ,    325.33 K ,    31.2 % ,    97.586 kPa
4179473 ,    325.31 K ,    31.2 % ,    97.586 kPa
4182477 ,    325.29 K ,    31.2 % ,    97.586 kPa
4185482 ,    325.26 K ,    31.2 % ,    97.586 kPa
4188486 ,    325.24 K ,    31.2 % ,    97.587 kPa
4191491 ,    325.21 K ,    31.2 % ,    97.587 kPa
4194495 ,    325.19 K ,    31.2 % ,    97.587 kPa
4197500 ,    325.16 K ,    31.2 % ,    97.587 kPa
4200505 ,    325.14 K ,    31.2 % ,    97.587 kPa
4203509 ,    325.12 K ,    31.2 % ,    97.588 kPa
4206514 ,    325.09 K ,    31.2 % ,    97.588 kPa
4209518 ,    325.07 K ,    31.3 % ,    97.588 kPa
4212523 ,    325.04 K ,    31.2 % ,    97.589 kPa
4215528 ,    325.02 K ,    31.2 % ,    97.589 kPa
4218532 ,    324.99 K ,    31.3 % ,    97.589 kPa
4221537 ,    324.97 K ,    31.2 % ,    97.589 kPa
4224541 ,    324.94 K ,    31.3 % ,    97.589 kPa
4227546 ,    324.92 K ,    31.3 % ,    97.589 kPa
4230550 ,    324.89 K ,    31.3 % ,    97.589 kPa
4233555 ,    324.87 K ,    31.3 % ,    97.589 kPa
4236560 ,    324.85 K ,    31.3 % ,    97.589 kPa
4239564 ,    324.82 K ,    31.3 % ,    97.589 kPa
4242569 ,    324.80 K ,    31.3 % ,    97.589 kPa
4245573 ,    324.77 K ,    31.3 % ,    97.589 kPa
4248578 ,    324.75 K ,    31.3 % ,    97.590 kPa
4251583 ,    324.73 K ,    31.3 % ,    97.590 kPa
4254587 ,    324.70 K ,    31.3 % ,    97.590 kPa
4257592 ,    324.68 K ,    31.3 % ,    97.590 kPa
4260596 ,    324.65 K ,    31.3 % ,    97.590 kPa
4263601 ,    324.63 K ,    31.3 % ,    97.590 kPa
4266605 ,    324.60 K ,    31.3 % ,    97.590 kPa
