Tempo relativo (ms) , Temperatura (C), Umidita (%), Pressione (hPa)
468135 ,    292.83 K ,    28.4 % ,    96.973 kPa
469142 ,    292.83 K ,    28.4 % ,    96.969 kPa
470149 ,    292.83 K ,    28.4 % ,    96.971 kPa
471155 ,    292.84 K ,    28.4 % ,    96.972 kPa
472162 ,    292.85 K ,    28.4 % ,    96.976 kPa
473168 ,    292.84 K ,    28.4 % ,    96.973 kPa
474175 ,    292.83 K ,    28.4 % ,    96.972 kPa
475181 ,    292.84 K ,    28.4 % ,    96.970 kPa
476187 ,    292.84 K ,    28.4 % ,    96.975 kPa
477194 ,    292.84 K ,    28.4 % ,    96.974 kPa
478200 ,    292.82 K ,    28.4 % ,    96.969 kPa
479207 ,    292.81 K ,    28.4 % ,    96.968 kPa
480214 ,    292.81 K ,    28.4 % ,    96.967 kPa
481219 ,    292.80 K ,    28.4 % ,    96.962 kPa
482226 ,    292.80 K ,    28.4 % ,    96.969 kPa
483232 ,    292.80 K ,    28.4 % ,    96.965 kPa
484239 ,    292.81 K ,    28.4 % ,    96.968 kPa
485245 ,    292.82 K ,    28.4 % ,    96.968 kPa
486252 ,    292.82 K ,    28.4 % ,    96.969 kPa
487259 ,    292.82 K ,    28.4 % ,    96.967 kPa
488264 ,    292.81 K ,    28.4 % ,    96.964 kPa
489271 ,    292.80 K ,    28.4 % ,    96.961 kPa
490277 ,    292.80 K ,    28.4 % ,    96.965 kPa
491284 ,    292.79 K ,    28.5 % ,    96.962 kPa
492291 ,    292.79 K ,    28.4 % ,    96.961 kPa
493297 ,    292.79 K ,    28.5 % ,    96.960 kPa
494304 ,    292.81 K ,    28.5 % ,    96.963 kPa
495309 ,    292.81 K ,    28.5 % ,    96.965 kPa
496316 ,    292.80 K ,    28.5 % ,    96.965 kPa
497323 ,    292.80 K ,    28.5 % ,    96.963 kPa
498329 ,    292.80 K ,    28.5 % ,    96.961 kPa
499336 ,    292.81 K ,    28.5 % ,    96.964 kPa
500342 ,    292.77 K ,    28.5 % ,    96.957 kPa
501349 ,    292.78 K ,    28.5 % ,    96.959 kPa
502354 ,    292.78 K ,    28.5 % ,    96.963 kPa
503361 ,    292.75 K ,    28.4 % ,    96.956 kPa
504368 ,    292.77 K ,    28.5 % ,    96.960 kPa
505374 ,    292.78 K ,    28.5 % ,    96.957 kPa
506381 ,    292.79 K ,    28.5 % ,    96.962 kPa
507387 ,    292.78 K ,    28.5 % ,    96.963 kPa
508393 ,    292.77 K ,    28.5 % ,    96.959 kPa
509400 ,    292.79 K ,    28.5 % ,    96.961 kPa
510406 ,    292.79 K ,    28.5 % ,    96.963 kPa
511413 ,    292.78 K ,    28.5 % ,    96.962 kPa
512419 ,    292.77 K ,    28.5 % ,    96.960 kPa
513426 ,    292.78 K ,    28.5 % ,    96.962 kPa
514433 ,    292.79 K ,    28.5 % ,    96.966 kPa
515438 ,    292.79 K ,    28.5 % ,    96.964 kPa
516445 ,    292.78 K ,    28.5 % ,    96.962 kPa
517451 ,    292.77 K ,    28.5 % ,    96.959 kPa
518458 ,    292.76 K ,    28.5 % ,    96.960 kPa
519464 ,    292.78 K ,    28.5 % ,    96.965 kPa
520471 ,    292.78 K ,    28.5 % ,    96.964 kPa
521478 ,    292.78 K ,    28.5 % ,    96.965 kPa
522483 ,    292.76 K ,    28.5 % ,    96.957 kPa
523490 ,    292.78 K ,    28.5 % ,    96.965 kPa
524496 ,    292.79 K ,    28.5 % ,    96.965 kPa
525503 ,    292.79 K ,    28.5 % ,    96.962 kPa
526510 ,    292.78 K ,    28.5 % ,    96.964 kPa
527516 ,    292.78 K ,    28.5 % ,    96.961 kPa
528523 ,    292.77 K ,    28.5 % ,    96.960 kPa
529528 ,    292.77 K ,    28.5 % ,    96.962 kPa
530535 ,    292.77 K ,    28.5 % ,    96.959 kPa
531542 ,    292.75 K ,    28.5 % ,    96.953 kPa
532548 ,    292.73 K ,    28.5 % ,    96.955 kPa
533555 ,    292.72 K ,    28.5 % ,    96.951 kPa
534561 ,    292.73 K ,    28.5 % ,    96.954 kPa
535568 ,    292.78 K ,    28.5 % ,    96.960 kPa
536573 ,    292.76 K ,    28.5 % ,    96.956 kPa
537580 ,    292.76 K ,    28.5 % ,    96.954 kPa
538587 ,    292.76 K ,    28.5 % ,    96.956 kPa
539593 ,    292.74 K ,    28.5 % ,    96.953 kPa
540600 ,    292.74 K ,    28.5 % ,    96.954 kPa
541606 ,    292.78 K ,    28.5 % ,    96.962 kPa
542612 ,    292.77 K ,    28.5 % ,    96.959 kPa
543619 ,    292.75 K ,    28.5 % ,    96.952 kPa
544625 ,    292.76 K ,    28.5 % ,    96.955 kPa
545632 ,    292.73 K ,    28.5 % ,    96.951 kPa
546638 ,    292.75 K ,    28.5 % ,    96.954 kPa
547645 ,    292.73 K ,    28.5 % ,    96.952 kPa
548652 ,    292.74 K ,    28.5 % ,    96.949 kPa
549657 ,    292.76 K ,    28.5 % ,    96.954 kPa
550664 ,    292.75 K ,    28.5 % ,    96.952 kPa
551670 ,    292.78 K ,    28.5 % ,    96.961 kPa
552677 ,    292.77 K ,    28.5 % ,    96.956 kPa
553683 ,    292.75 K ,    28.5 % ,    96.952 kPa
554690 ,    292.75 K ,    28.5 % ,    96.957 kPa
555697 ,    292.75 K ,    28.5 % ,    96.956 kPa
556702 ,    292.75 K ,    28.5 % ,    96.956 kPa
557709 ,    292.74 K ,    28.5 % ,    96.952 kPa
558715 ,    292.70 K ,    28.5 % ,    96.947 kPa
559722 ,    292.71 K ,    28.5 % ,    96.953 kPa
560729 ,    292.74 K ,    28.5 % ,    96.955 kPa
561735 ,    292.75 K ,    28.5 % ,    96.956 kPa
562742 ,    292.74 K ,    28.5 % ,    96.954 kPa
563747 ,    292.73 K ,    28.5 % ,    96.952 kPa
564754 ,    292.70 K ,    28.5 % ,    96.949 kPa
565761 ,    292.70 K ,    28.5 % ,    96.951 kPa
566767 ,    292.70 K ,    28.5 % ,    96.946 kPa
567774 ,    292.72 K ,    28.5 % ,    96.950 kPa
568780 ,    292.71 K ,    28.5 % ,    96.951 kPa
569786 ,    292.73 K ,    28.5 % ,    96.952 kPa
570792 ,    292.73 K ,    28.5 % ,    96.952 kPa
571799 ,    292.72 K ,    28.5 % ,    96.951 kPa
572806 ,    292.69 K ,    28.5 % ,    96.943 kPa
573812 ,    292.70 K ,    28.5 % ,    96.949 kPa
574819 ,    292.71 K ,    28.5 % ,    96.948 kPa
575825 ,    292.72 K ,    28.5 % ,    96.950 kPa
576831 ,    292.72 K ,    28.5 % ,    96.952 kPa
577838 ,    292.69 K ,    28.5 % ,    96.947 kPa
578844 ,    292.71 K ,    28.5 % ,    96.948 kPa
579851 ,    292.72 K ,    28.5 % ,    96.951 kPa
580857 ,    292.72 K ,    28.5 % ,    96.948 kPa
581864 ,    292.72 K ,    28.5 % ,    96.949 kPa
582871 ,    292.73 K ,    28.5 % ,    96.949 kPa
583876 ,    292.67 K ,    28.5 % ,    96.942 kPa
584883 ,    292.70 K ,    28.5 % ,    96.944 kPa
585889 ,    292.68 K ,    28.5 % ,    96.946 kPa
586896 ,    292.70 K ,    28.5 % ,    96.947 kPa
587902 ,    292.70 K ,    28.5 % ,    96.945 kPa
588909 ,    292.70 K ,    28.5 % ,    96.948 kPa
589915 ,    292.69 K ,    28.5 % ,    96.942 kPa
590921 ,    292.68 K ,    28.5 % ,    96.943 kPa
591928 ,    292.69 K ,    28.5 % ,    96.943 kPa
592934 ,    292.66 K ,    28.5 % ,    96.937 kPa
593941 ,    292.71 K ,    28.5 % ,    96.950 kPa
594948 ,    292.70 K ,    28.5 % ,    96.948 kPa
595954 ,    292.69 K ,    28.5 % ,    96.946 kPa
596960 ,    292.69 K ,    28.5 % ,    96.944 kPa
597966 ,    292.69 K ,    28.5 % ,    96.946 kPa
598973 ,    292.67 K ,    28.5 % ,    96.942 kPa
599980 ,    292.69 K ,    28.5 % ,    96.946 kPa
600986 ,    292.67 K ,    28.5 % ,    96.943 kPa
601993 ,    292.67 K ,    28.5 % ,    96.943 kPa
602999 ,    292.66 K ,    28.5 % ,    96.943 kPa
604005 ,    292.67 K ,    28.5 % ,    96.940 kPa
605011 ,    292.68 K ,    28.6 % ,    96.946 kPa
606018 ,    292.68 K ,    28.5 % ,    96.946 kPa
607025 ,    292.66 K ,    28.5 % ,    96.942 kPa
608031 ,    292.68 K ,    28.5 % ,    96.942 kPa
609038 ,    292.67 K ,    28.6 % ,    96.943 kPa
610043 ,    292.67 K ,    28.5 % ,    96.944 kPa
611050 ,    292.67 K ,    28.5 % ,    96.944 kPa
612057 ,    292.69 K ,    28.5 % ,    96.944 kPa
613063 ,    292.67 K ,    28.5 % ,    96.943 kPa
614070 ,    292.69 K ,    28.6 % ,    96.946 kPa
615076 ,    292.68 K ,    28.5 % ,    96.943 kPa
616083 ,    292.68 K ,    28.5 % ,    96.945 kPa
617089 ,    292.67 K ,    28.5 % ,    96.944 kPa
618095 ,    292.67 K ,    28.6 % ,    96.943 kPa
619102 ,    292.66 K ,    28.6 % ,    96.942 kPa
620108 ,    292.65 K ,    28.6 % ,    96.940 kPa
621115 ,    292.66 K ,    28.6 % ,    96.939 kPa
622121 ,    292.66 K ,    28.6 % ,    96.941 kPa
623128 ,    292.66 K ,    28.6 % ,    96.942 kPa
624134 ,    292.65 K ,    28.6 % ,    96.937 kPa
625140 ,    292.65 K ,    28.6 % ,    96.937 kPa
626147 ,    292.66 K ,    28.6 % ,    96.938 kPa
627153 ,    292.68 K ,    28.5 % ,    96.947 kPa
628160 ,    292.66 K ,    28.6 % ,    96.941 kPa
629167 ,    292.66 K ,    28.6 % ,    96.940 kPa
630173 ,    292.66 K ,    28.6 % ,    96.937 kPa
631179 ,    292.66 K ,    28.6 % ,    96.938 kPa
632185 ,    292.65 K ,    28.6 % ,    96.937 kPa
633192 ,    292.65 K ,    28.6 % ,    96.935 kPa
634199 ,    292.64 K ,    28.6 % ,    96.936 kPa
635205 ,    292.65 K ,    28.6 % ,    96.939 kPa
636212 ,    292.66 K ,    28.6 % ,    96.941 kPa
637217 ,    292.65 K ,    28.6 % ,    96.940 kPa
638224 ,    292.66 K ,    28.6 % ,    96.934 kPa
639230 ,    292.66 K ,    28.6 % ,    96.936 kPa
640237 ,    292.66 K ,    28.6 % ,    96.941 kPa
641244 ,    292.65 K ,    28.6 % ,    96.935 kPa
642250 ,    292.64 K ,    28.6 % ,    96.933 kPa
643257 ,    292.65 K ,    28.6 % ,    96.933 kPa
644262 ,    292.64 K ,    28.6 % ,    96.930 kPa
645269 ,    292.62 K ,    28.6 % ,    96.933 kPa
646276 ,    292.63 K ,    28.6 % ,    96.936 kPa
647282 ,    292.63 K ,    28.6 % ,    96.936 kPa
648289 ,    292.64 K ,    28.6 % ,    96.938 kPa
649295 ,    292.61 K ,    28.6 % ,    96.929 kPa
650302 ,    292.63 K ,    28.6 % ,    96.933 kPa
651308 ,    292.63 K ,    28.6 % ,    96.931 kPa
652314 ,    292.65 K ,    28.6 % ,    96.934 kPa
653321 ,    292.63 K ,    28.6 % ,    96.933 kPa
654327 ,    292.65 K ,    28.6 % ,    96.938 kPa
655334 ,    292.60 K ,    28.6 % ,    96.931 kPa
656340 ,    292.63 K ,    28.6 % ,    96.933 kPa
657347 ,    292.63 K ,    28.6 % ,    96.938 kPa
658353 ,    292.62 K ,    28.6 % ,    96.937 kPa
659359 ,    292.63 K ,    28.6 % ,    96.935 kPa
660366 ,    292.64 K ,    28.6 % ,    96.937 kPa
661372 ,    292.65 K ,    28.6 % ,    96.939 kPa
662379 ,    292.63 K ,    28.6 % ,    96.934 kPa
663386 ,    292.65 K ,    28.6 % ,    96.936 kPa
664392 ,    292.63 K ,    28.6 % ,    96.934 kPa
665398 ,    292.64 K ,    28.6 % ,    96.933 kPa
666404 ,    292.63 K ,    28.6 % ,    96.935 kPa
667411 ,    292.65 K ,    28.6 % ,    96.935 kPa
668418 ,    292.62 K ,    28.6 % ,    96.931 kPa
669424 ,    292.63 K ,    28.6 % ,    96.928 kPa
670431 ,    292.58 K ,    28.6 % ,    96.924 kPa
671436 ,    292.58 K ,    28.6 % ,    96.926 kPa
672443 ,    292.61 K ,    28.6 % ,    96.927 kPa
673449 ,    292.56 K ,    28.6 % ,    96.921 kPa
674456 ,    292.57 K ,    28.6 % ,    96.924 kPa
675463 ,    292.60 K ,    28.6 % ,    96.929 kPa
676469 ,    292.62 K ,    28.6 % ,    96.932 kPa
677476 ,    292.63 K ,    28.6 % ,    96.931 kPa
678481 ,    292.62 K ,    28.6 % ,    96.930 kPa
679488 ,    292.62 K ,    28.6 % ,    96.933 kPa
680495 ,    292.61 K ,    28.6 % ,    96.933 kPa
681501 ,    292.59 K ,    28.6 % ,    96.927 kPa
682508 ,    292.60 K ,    28.6 % ,    96.931 kPa
683514 ,    292.62 K ,    28.6 % ,    96.936 kPa
684521 ,    292.62 K ,    28.6 % ,    96.933 kPa
685527 ,    292.63 K ,    28.6 % ,    96.933 kPa
686533 ,    292.61 K ,    28.6 % ,    96.930 kPa
687540 ,    292.59 K ,    28.6 % ,    96.929 kPa
688546 ,    292.64 K ,    28.6 % ,    96.935 kPa
689553 ,    292.64 K ,    28.6 % ,    96.937 kPa
690560 ,    292.64 K ,    28.6 % ,    96.936 kPa
691566 ,    292.62 K ,    28.6 % ,    96.935 kPa
692572 ,    292.63 K ,    28.6 % ,    96.936 kPa
693578 ,    292.59 K ,    28.6 % ,    96.927 kPa
694585 ,    292.61 K ,    28.6 % ,    96.932 kPa
695591 ,    292.59 K ,    28.6 % ,    96.928 kPa
696598 ,    292.58 K ,    28.6 % ,    96.925 kPa
697605 ,    292.58 K ,    28.6 % ,    96.927 kPa
698611 ,    292.60 K ,    28.6 % ,    96.926 kPa
699617 ,    292.60 K ,    28.6 % ,    96.928 kPa
700623 ,    292.60 K ,    28.6 % ,    96.928 kPa
701630 ,    292.59 K ,    28.6 % ,    96.927 kPa
702637 ,    292.63 K ,    28.6 % ,    96.933 kPa
703643 ,    292.63 K ,    28.6 % ,    96.935 kPa
704650 ,    292.62 K ,    28.6 % ,    96.932 kPa
705655 ,    292.60 K ,    28.6 % ,    96.926 kPa
706662 ,    292.56 K ,    28.6 % ,    96.917 kPa
707668 ,    292.55 K ,    28.6 % ,    96.918 kPa
708675 ,    292.54 K ,    28.6 % ,    96.920 kPa
709682 ,    292.54 K ,    28.6 % ,    96.916 kPa
710688 ,    292.59 K ,    28.6 % ,    96.925 kPa
711695 ,    292.57 K ,    28.6 % ,    96.921 kPa
712700 ,    292.58 K ,    28.6 % ,    96.924 kPa
713707 ,    292.58 K ,    28.6 % ,    96.923 kPa
714714 ,    292.57 K ,    28.6 % ,    96.921 kPa
715720 ,    292.57 K ,    28.6 % ,    96.926 kPa
716727 ,    292.60 K ,    28.6 % ,    96.928 kPa
717733 ,    292.62 K ,    28.6 % ,    96.933 kPa
718740 ,    292.56 K ,    28.6 % ,    96.922 kPa
719746 ,    292.61 K ,    28.6 % ,    96.930 kPa
720752 ,    292.54 K ,    28.6 % ,    96.919 kPa
721759 ,    292.58 K ,    28.6 % ,    96.925 kPa
722765 ,    292.52 K ,    28.6 % ,    96.915 kPa
723772 ,    292.63 K ,    28.6 % ,    96.933 kPa
724779 ,    292.61 K ,    28.6 % ,    96.929 kPa
725784 ,    292.60 K ,    28.6 % ,    96.926 kPa
726791 ,    292.61 K ,    28.6 % ,    96.930 kPa
727797 ,    292.60 K ,    28.6 % ,    96.926 kPa
728804 ,    292.59 K ,    28.6 % ,    96.925 kPa
729810 ,    292.60 K ,    28.6 % ,    96.928 kPa
730817 ,    292.60 K ,    28.6 % ,    96.928 kPa
731824 ,    292.60 K ,    28.6 % ,    96.928 kPa
732829 ,    292.60 K ,    28.6 % ,    96.925 kPa
733836 ,    292.59 K ,    28.6 % ,    96.925 kPa
734842 ,    292.61 K ,    28.6 % ,    96.933 kPa
735849 ,    292.60 K ,    28.6 % ,    96.927 kPa
736856 ,    292.59 K ,    28.6 % ,    96.927 kPa
737862 ,    292.59 K ,    28.6 % ,    96.925 kPa
738868 ,    292.59 K ,    28.6 % ,    96.926 kPa
739874 ,    292.60 K ,    28.6 % ,    96.926 kPa
740881 ,    292.59 K ,    28.6 % ,    96.923 kPa
741888 ,    292.59 K ,    28.6 % ,    96.925 kPa
742894 ,    292.59 K ,    28.6 % ,    96.927 kPa
743901 ,    292.59 K ,    28.6 % ,    96.926 kPa
744907 ,    292.60 K ,    28.6 % ,    96.924 kPa
745913 ,    292.58 K ,    28.6 % ,    96.921 kPa
746919 ,    292.58 K ,    28.6 % ,    96.920 kPa
747926 ,    292.59 K ,    28.6 % ,    96.921 kPa
748933 ,    292.57 K ,    28.6 % ,    96.920 kPa
749939 ,    292.57 K ,    28.6 % ,    96.920 kPa
750946 ,    292.57 K ,    28.6 % ,    96.926 kPa
751952 ,    292.59 K ,    28.6 % ,    96.928 kPa
752958 ,    292.58 K ,    28.6 % ,    96.923 kPa
753965 ,    292.58 K ,    28.6 % ,    96.925 kPa
754971 ,    292.56 K ,    28.6 % ,    96.921 kPa
755978 ,    292.56 K ,    28.7 % ,    96.921 kPa
756984 ,    292.55 K ,    28.6 % ,    96.922 kPa
757991 ,    292.55 K ,    28.6 % ,    96.920 kPa
758998 ,    292.53 K ,    28.6 % ,    96.920 kPa
760003 ,    292.58 K ,    28.6 % ,    96.927 kPa
761010 ,    292.51 K ,    28.6 % ,    96.912 kPa
762016 ,    292.48 K ,    28.6 % ,    96.910 kPa
763023 ,    292.59 K ,    28.6 % ,    96.924 kPa
764029 ,    292.57 K ,    28.6 % ,    96.922 kPa
765036 ,    292.57 K ,    28.7 % ,    96.924 kPa
766042 ,    292.57 K ,    28.6 % ,    96.920 kPa
767048 ,    292.57 K ,    28.6 % ,    96.920 kPa
768055 ,    292.55 K ,    28.6 % ,    96.921 kPa
769061 ,    292.54 K ,    28.6 % ,    96.916 kPa
770068 ,    292.53 K ,    28.6 % ,    96.916 kPa
771075 ,    292.52 K ,    28.6 % ,    96.917 kPa
772081 ,    292.49 K ,    28.6 % ,    96.908 kPa
773087 ,    292.55 K ,    28.6 % ,    96.919 kPa
774093 ,    292.56 K ,    28.7 % ,    96.921 kPa
775100 ,    292.57 K ,    28.6 % ,    96.921 kPa
776107 ,    292.56 K ,    28.7 % ,    96.921 kPa
777113 ,    292.55 K ,    28.7 % ,    96.919 kPa
778120 ,    292.54 K ,    28.7 % ,    96.916 kPa
779126 ,    292.53 K ,    28.7 % ,    96.916 kPa
780132 ,    292.54 K ,    28.6 % ,    96.917 kPa
781138 ,    292.52 K ,    28.6 % ,    96.914 kPa
782145 ,    292.50 K ,    28.7 % ,    96.908 kPa
783152 ,    292.50 K ,    28.7 % ,    96.909 kPa
784158 ,    292.50 K ,    28.6 % ,    96.910 kPa
785165 ,    292.52 K ,    28.7 % ,    96.914 kPa
786170 ,    292.53 K ,    28.7 % ,    96.914 kPa
787177 ,    292.52 K ,    28.7 % ,    96.912 kPa
788184 ,    292.53 K ,    28.7 % ,    96.912 kPa
789190 ,    292.50 K ,    28.7 % ,    96.911 kPa
790197 ,    292.53 K ,    28.5 % ,    96.917 kPa
791203 ,    292.51 K ,    28.6 % ,    96.911 kPa
792210 ,    292.52 K ,    28.6 % ,    96.916 kPa
793216 ,    292.52 K ,    28.6 % ,    96.916 kPa
794222 ,    292.51 K ,    28.6 % ,    96.914 kPa
795229 ,    292.52 K ,    28.7 % ,    96.912 kPa
796235 ,    292.52 K ,    28.7 % ,    96.912 kPa
797242 ,    292.51 K ,    28.7 % ,    96.910 kPa
798248 ,    292.49 K ,    28.7 % ,    96.904 kPa
799255 ,    292.51 K ,    28.7 % ,    96.906 kPa
800261 ,    292.52 K ,    28.7 % ,    96.911 kPa
801267 ,    292.51 K ,    28.7 % ,    96.908 kPa
802274 ,    292.51 K ,    28.7 % ,    96.911 kPa
803280 ,    292.52 K ,    28.7 % ,    96.910 kPa
804287 ,    292.51 K ,    28.6 % ,    96.909 kPa
805294 ,    292.52 K ,    28.7 % ,    96.908 kPa
806300 ,    292.51 K ,    28.7 % ,    96.906 kPa
807306 ,    292.49 K ,    28.7 % ,    96.907 kPa
808312 ,    292.50 K ,    28.7 % ,    96.910 kPa
809319 ,    292.46 K ,    28.7 % ,    96.902 kPa
810326 ,    292.45 K ,    28.7 % ,    96.900 kPa
811332 ,    292.45 K ,    28.7 % ,    96.900 kPa
812339 ,    292.45 K ,    28.7 % ,    96.899 kPa
813344 ,    292.44 K ,    28.7 % ,    96.897 kPa
814351 ,    292.44 K ,    28.7 % ,    96.897 kPa
815357 ,    292.44 K ,    28.7 % ,    96.898 kPa
816364 ,    292.44 K ,    28.7 % ,    96.894 kPa
817371 ,    292.43 K ,    28.7 % ,    96.894 kPa
818377 ,    292.46 K ,    28.7 % ,    96.901 kPa
819384 ,    292.44 K ,    28.7 % ,    96.896 kPa
820389 ,    292.45 K ,    28.7 % ,    96.901 kPa
821396 ,    292.43 K ,    28.7 % ,    96.894 kPa
822403 ,    292.44 K ,    28.7 % ,    96.894 kPa
823409 ,    292.44 K ,    28.7 % ,    96.896 kPa
824416 ,    292.43 K ,    28.7 % ,    96.896 kPa
825422 ,    292.44 K ,    28.7 % ,    96.897 kPa
826428 ,    292.45 K ,    28.7 % ,    96.897 kPa
827435 ,    292.44 K ,    28.7 % ,    96.894 kPa
828441 ,    292.45 K ,    28.7 % ,    96.901 kPa
829448 ,    292.47 K ,    28.7 % ,    96.897 kPa
830454 ,    292.46 K ,    28.7 % ,    96.903 kPa
831461 ,    292.48 K ,    28.7 % ,    96.901 kPa
832467 ,    292.47 K ,    28.7 % ,    96.900 kPa
833473 ,    292.44 K ,    28.7 % ,    96.897 kPa
834480 ,    292.45 K ,    28.7 % ,    96.901 kPa
835486 ,    292.44 K ,    28.7 % ,    96.904 kPa
836493 ,    292.45 K ,    28.7 % ,    96.900 kPa
837499 ,    292.45 K ,    28.7 % ,    96.901 kPa
838506 ,    292.47 K ,    28.7 % ,    96.902 kPa
839513 ,    292.46 K ,    28.7 % ,    96.902 kPa
840518 ,    292.47 K ,    28.7 % ,    96.904 kPa
841525 ,    292.46 K ,    28.7 % ,    96.898 kPa
842531 ,    292.46 K ,    28.7 % ,    96.899 kPa
843538 ,    292.46 K ,    28.7 % ,    96.904 kPa
844545 ,    292.42 K ,    28.7 % ,    96.896 kPa
845551 ,    292.42 K ,    28.7 % ,    96.895 kPa
846557 ,    292.44 K ,    28.7 % ,    96.897 kPa
847563 ,    292.44 K ,    28.7 % ,    96.898 kPa
848570 ,    292.44 K ,    28.7 % ,    96.899 kPa
849576 ,    292.42 K ,    28.7 % ,    96.895 kPa
850583 ,    292.48 K ,    28.7 % ,    96.903 kPa
851590 ,    292.49 K ,    28.7 % ,    96.907 kPa
852596 ,    292.48 K ,    28.7 % ,    96.901 kPa
853602 ,    292.50 K ,    28.7 % ,    96.905 kPa
854608 ,    292.49 K ,    28.7 % ,    96.905 kPa
855615 ,    292.48 K ,    28.7 % ,    96.904 kPa
856622 ,    292.47 K ,    28.7 % ,    96.900 kPa
857628 ,    292.46 K ,    28.7 % ,    96.899 kPa
858635 ,    292.48 K ,    28.7 % ,    96.903 kPa
859640 ,    292.48 K ,    28.7 % ,    96.901 kPa
860647 ,    292.46 K ,    28.7 % ,    96.897 kPa
861654 ,    292.46 K ,    28.7 % ,    96.897 kPa
862660 ,    292.47 K ,    28.7 % ,    96.900 kPa
863667 ,    292.47 K ,    28.7 % ,    96.900 kPa
864673 ,    292.42 K ,    28.7 % ,    96.893 kPa
865680 ,    292.45 K ,    28.7 % ,    96.898 kPa
866685 ,    292.43 K ,    28.7 % ,    96.895 kPa
867692 ,    292.43 K ,    28.7 % ,    96.896 kPa
868699 ,    292.44 K ,    28.7 % ,    96.896 kPa
869705 ,    292.46 K ,    28.7 % ,    96.896 kPa
870712 ,    292.47 K ,    28.7 % ,    96.897 kPa
871718 ,    292.48 K ,    28.7 % ,    96.901 kPa
872724 ,    292.48 K ,    28.7 % ,    96.898 kPa
873731 ,    292.47 K ,    28.7 % ,    96.899 kPa
874737 ,    292.47 K ,    28.7 % ,    96.896 kPa
875744 ,    292.49 K ,    28.7 % ,    96.899 kPa
876750 ,    292.47 K ,    28.7 % ,    96.898 kPa
877757 ,    292.47 K ,    28.7 % ,    96.900 kPa
878764 ,    292.47 K ,    28.7 % ,    96.901 kPa
879769 ,    292.47 K ,    28.7 % ,    96.901 kPa
880776 ,    292.48 K ,    28.7 % ,    96.908 kPa
881782 ,    292.47 K ,    28.7 % ,    96.899 kPa
882789 ,    292.47 K ,    28.7 % ,    96.897 kPa
883795 ,    292.48 K ,    28.7 % ,    96.899 kPa
884802 ,    292.47 K ,    28.7 % ,    96.900 kPa
885808 ,    292.48 K ,    28.7 % ,    96.902 kPa
886814 ,    292.48 K ,    28.7 % ,    96.903 kPa
887821 ,    292.47 K ,    28.7 % ,    96.901 kPa
888827 ,    292.47 K ,    28.7 % ,    96.899 kPa
889834 ,    292.48 K ,    28.7 % ,    96.902 kPa
890841 ,    292.47 K ,    28.7 % ,    96.899 kPa
891847 ,    292.48 K ,    28.7 % ,    96.907 kPa
892853 ,    292.48 K ,    28.7 % ,    96.903 kPa
893859 ,    292.47 K ,    28.7 % ,    96.902 kPa
894866 ,    292.47 K ,    28.7 % ,    96.900 kPa
895873 ,    292.48 K ,    28.7 % ,    96.899 kPa
896879 ,    292.47 K ,    28.7 % ,    96.897 kPa
897886 ,    292.47 K ,    28.7 % ,    96.897 kPa
898892 ,    292.46 K ,    28.7 % ,    96.894 kPa
899898 ,    292.46 K ,    28.7 % ,    96.896 kPa
900904 ,    292.47 K ,    28.7 % ,    96.903 kPa
901911 ,    292.47 K ,    28.7 % ,    96.898 kPa
902918 ,    292.46 K ,    28.7 % ,    96.900 kPa
903924 ,    292.47 K ,    28.7 % ,    96.905 kPa
904931 ,    292.46 K ,    28.7 % ,    96.898 kPa
905936 ,    292.46 K ,    28.7 % ,    96.900 kPa
906943 ,    292.45 K ,    28.7 % ,    96.902 kPa
907950 ,    292.47 K ,    28.7 % ,    96.899 kPa
908956 ,    292.47 K ,    28.7 % ,    96.903 kPa
909963 ,    292.45 K ,    28.7 % ,    96.894 kPa
910969 ,    292.46 K ,    28.7 % ,    96.900 kPa
911976 ,    292.46 K ,    28.7 % ,    96.900 kPa
912982 ,    292.44 K ,    28.7 % ,    96.896 kPa
913988 ,    292.44 K ,    28.7 % ,    96.896 kPa
914995 ,    292.45 K ,    28.7 % ,    96.897 kPa
916001 ,    292.46 K ,    28.7 % ,    96.897 kPa
917008 ,    292.45 K ,    28.7 % ,    96.898 kPa
918014 ,    292.43 K ,    28.7 % ,    96.895 kPa
919020 ,    292.44 K ,    28.7 % ,    96.900 kPa
920027 ,    292.44 K ,    28.7 % ,    96.896 kPa
921033 ,    292.42 K ,    28.7 % ,    96.891 kPa
922040 ,    292.46 K ,    28.7 % ,    96.895 kPa
923046 ,    292.44 K ,    28.7 % ,    96.895 kPa
924053 ,    292.45 K ,    28.7 % ,    96.898 kPa
925060 ,    292.44 K ,    28.7 % ,    96.899 kPa
926065 ,    292.45 K ,    28.7 % ,    96.896 kPa
927072 ,    292.45 K ,    28.7 % ,    96.896 kPa
928078 ,    292.45 K ,    28.7 % ,    96.903 kPa
929085 ,    292.44 K ,    28.7 % ,    96.895 kPa
930092 ,    292.43 K ,    28.7 % ,    96.894 kPa
931098 ,    292.45 K ,    28.7 % ,    96.899 kPa
932105 ,    292.44 K ,    28.7 % ,    96.898 kPa
933110 ,    292.44 K ,    28.7 % ,    96.893 kPa
934117 ,    292.44 K ,    28.7 % ,    96.891 kPa
935123 ,    292.44 K ,    28.7 % ,    96.893 kPa
