Tempo relativo (ms) , Temperatura (C), Umidita (%), Pressione (hPa)
1151535 ,    305.77 K ,    84.8 % ,    108.596 kPa
1152541 ,    305.80 K ,    84.8 % ,    108.553 kPa
1153548 ,    305.83 K ,    84.7 % ,    108.531 kPa
1154554 ,    305.85 K ,    84.7 % ,    108.495 kPa
1155561 ,    305.87 K ,    84.8 % ,    108.553 kPa
1156568 ,    305.91 K ,    84.8 % ,    108.606 kPa
1157574 ,    305.93 K ,    84.8 % ,    108.568 kPa
1158581 ,    305.96 K ,    84.9 % ,    108.568 kPa
1159587 ,    305.98 K ,    84.9 % ,    108.620 kPa
1160594 ,    306.01 K ,    84.9 % ,    108.658 kPa
1161600 ,    306.03 K ,    84.9 % ,    108.760 kPa
1162606 ,    306.06 K ,    84.9 % ,    108.727 kPa
1163613 ,    306.11 K ,    84.8 % ,    108.823 kPa
1164619 ,    306.14 K ,    84.8 % ,    108.801 kPa
1165626 ,    306.17 K ,    84.6 % ,    108.746 kPa
1166632 ,    306.18 K ,    84.6 % ,    108.756 kPa
1167639 ,    306.21 K ,    84.6 % ,    108.725 kPa
1168646 ,    306.22 K ,    84.6 % ,    108.759 kPa
1169652 ,    306.24 K ,    84.5 % ,    108.726 kPa
1170659 ,    306.28 K ,    84.5 % ,    108.815 kPa
1171665 ,    306.30 K ,    84.5 % ,    108.914 kPa
1172672 ,    306.35 K ,    84.5 % ,    108.936 kPa
1173679 ,    306.36 K ,    84.5 % ,    109.018 kPa
1174685 ,    306.42 K ,    84.6 % ,    109.002 kPa
1175692 ,    306.44 K ,    84.6 % ,    108.961 kPa
1176697 ,    306.52 K ,    84.6 % ,    109.069 kPa
1177704 ,    306.55 K ,    84.6 % ,    109.055 kPa
1178711 ,    306.55 K ,    84.4 % ,    109.046 kPa
1179717 ,    306.58 K ,    84.3 % ,    108.982 kPa
1180724 ,    306.60 K ,    84.3 % ,    108.968 kPa
1181730 ,    306.64 K ,    84.4 % ,    109.116 kPa
1182737 ,    306.67 K ,    84.4 % ,    109.012 kPa
1183744 ,    306.69 K ,    84.4 % ,    109.073 kPa
1184750 ,    306.73 K ,    84.4 % ,    109.030 kPa
1185757 ,    306.76 K ,    84.4 % ,    109.068 kPa
1186763 ,    306.78 K ,    84.4 % ,    108.996 kPa
1187770 ,    306.82 K ,    84.4 % ,    109.077 kPa
1188776 ,    306.83 K ,    84.4 % ,    108.999 kPa
1189783 ,    306.85 K ,    84.4 % ,    109.099 kPa
1190790 ,    306.88 K ,    84.3 % ,    109.049 kPa
1191795 ,    306.90 K ,    84.3 % ,    109.096 kPa
1192802 ,    306.93 K ,    84.3 % ,    109.149 kPa
1193808 ,    306.96 K ,    84.3 % ,    109.119 kPa
1194815 ,    306.99 K ,    84.3 % ,    109.135 kPa
1195822 ,    307.02 K ,    84.3 % ,    109.179 kPa
1196828 ,    307.04 K ,    84.2 % ,    109.141 kPa
1197835 ,    307.05 K ,    84.1 % ,    109.130 kPa
1198841 ,    307.08 K ,    84.1 % ,    109.157 kPa
1199848 ,    307.09 K ,    84.1 % ,    109.184 kPa
1200855 ,    307.12 K ,    84.1 % ,    109.178 kPa
1201861 ,    307.13 K ,    84.1 % ,    109.142 kPa
1202868 ,    307.15 K ,    83.9 % ,    109.139 kPa
1203874 ,    307.17 K ,    83.9 % ,    109.164 kPa
1204881 ,    307.18 K ,    83.8 % ,    109.222 kPa
1205888 ,    307.22 K ,    83.6 % ,    109.202 kPa
1206893 ,    307.24 K ,    83.6 % ,    109.144 kPa
1207900 ,    307.26 K ,    83.6 % ,    109.190 kPa
1208906 ,    307.28 K ,    83.6 % ,    109.208 kPa
1209913 ,    307.31 K ,    83.6 % ,    109.153 kPa
1210919 ,    307.32 K ,    83.4 % ,    109.204 kPa
1211926 ,    307.34 K ,    83.4 % ,    109.203 kPa
1212933 ,    307.36 K ,    83.4 % ,    109.219 kPa
1213939 ,    307.38 K ,    83.4 % ,    109.288 kPa
1214946 ,    307.44 K ,    83.5 % ,    109.347 kPa
1215952 ,    307.47 K ,    83.2 % ,    109.321 kPa
1216959 ,    307.50 K ,    83.2 % ,    109.279 kPa
1217966 ,    307.54 K ,    83.2 % ,    109.277 kPa
1218972 ,    307.56 K ,    83.2 % ,    109.252 kPa
1219979 ,    307.58 K ,    83.2 % ,    109.339 kPa
1220985 ,    307.61 K ,    83.2 % ,    109.356 kPa
1221992 ,    307.64 K ,    83.2 % ,    109.343 kPa
1222998 ,    307.66 K ,    83.1 % ,    109.362 kPa
1224004 ,    307.68 K ,    83.0 % ,    109.382 kPa
1225011 ,    307.71 K ,    83.1 % ,    109.401 kPa
1226017 ,    307.75 K ,    83.1 % ,    109.410 kPa
1227024 ,    307.78 K ,    83.0 % ,    109.388 kPa
1228030 ,    307.80 K ,    82.9 % ,    109.421 kPa
1229037 ,    307.82 K ,    82.9 % ,    109.477 kPa
1230044 ,    307.88 K ,    83.0 % ,    109.420 kPa
1231050 ,    307.89 K ,    82.9 % ,    109.453 kPa
1232057 ,    307.93 K ,    82.8 % ,    109.460 kPa
1233063 ,    307.93 K ,    82.8 % ,    109.493 kPa
1234070 ,    307.98 K ,    82.8 % ,    109.546 kPa
1235077 ,    308.00 K ,    82.8 % ,    109.541 kPa
1236083 ,    308.02 K ,    82.7 % ,    109.558 kPa
1237090 ,    308.04 K ,    82.7 % ,    109.551 kPa
1238096 ,    308.07 K ,    82.6 % ,    109.577 kPa
1239102 ,    308.11 K ,    82.8 % ,    109.640 kPa
1240109 ,    308.15 K ,    82.9 % ,    109.579 kPa
1241115 ,    308.18 K ,    82.8 % ,    109.619 kPa
1242122 ,    308.20 K ,    82.8 % ,    109.614 kPa
1243128 ,    308.22 K ,    82.8 % ,    109.642 kPa
1244135 ,    308.25 K ,    82.9 % ,    109.610 kPa
1245142 ,    308.27 K ,    82.8 % ,    109.621 kPa
1246148 ,    308.29 K ,    82.7 % ,    109.638 kPa
1247155 ,    308.33 K ,    82.8 % ,    109.640 kPa
1248161 ,    308.36 K ,    82.9 % ,    109.657 kPa
1249168 ,    308.38 K ,    82.8 % ,    109.714 kPa
1250174 ,    308.41 K ,    82.8 % ,    109.724 kPa
1251181 ,    308.43 K ,    82.8 % ,    109.796 kPa
1252188 ,    308.45 K ,    82.8 % ,    109.835 kPa
1253194 ,    308.48 K ,    82.8 % ,    109.802 kPa
1254201 ,    308.49 K ,    82.5 % ,    109.816 kPa
1255206 ,    308.52 K ,    82.6 % ,    109.793 kPa
1256213 ,    308.55 K ,    82.7 % ,    109.833 kPa
1257220 ,    308.59 K ,    82.6 % ,    109.799 kPa
1258226 ,    308.63 K ,    82.7 % ,    109.835 kPa
1259233 ,    308.63 K ,    82.5 % ,    109.851 kPa
1260239 ,    308.66 K ,    82.6 % ,    109.833 kPa
1261246 ,    308.69 K ,    82.6 % ,    109.816 kPa
1262253 ,    308.71 K ,    82.5 % ,    109.825 kPa
1263259 ,    308.75 K ,    82.6 % ,    109.925 kPa
1264266 ,    308.77 K ,    82.5 % ,    109.926 kPa
1265272 ,    308.80 K ,    82.6 % ,    109.997 kPa
1266279 ,    308.81 K ,    82.5 % ,    109.984 kPa
1267286 ,    308.86 K ,    82.5 % ,    109.988 kPa
1268292 ,    308.89 K ,    82.4 % ,    109.970 kPa
1269299 ,    308.91 K ,    82.3 % ,    110.053 kPa
1270305 ,    308.95 K ,    82.4 % ,    110.012 kPa
1271311 ,    308.97 K ,    82.4 % ,    109.926 kPa
1272317 ,    308.98 K ,    82.3 % ,    109.990 kPa
1273324 ,    309.01 K ,    82.3 % ,    110.015 kPa
1274331 ,    309.04 K ,    82.4 % ,    110.109 kPa
1275337 ,    309.06 K ,    82.4 % ,    109.972 kPa
1276344 ,    309.08 K ,    82.4 % ,    110.048 kPa
1277350 ,    309.10 K ,    82.3 % ,    110.062 kPa
1278357 ,    309.13 K ,    82.3 % ,    110.123 kPa
1279364 ,    309.15 K ,    82.3 % ,    110.097 kPa
1280370 ,    309.18 K ,    82.3 % ,    110.100 kPa
1281377 ,    309.20 K ,    82.4 % ,    110.068 kPa
1282383 ,    309.24 K ,    82.5 % ,    110.066 kPa
1283390 ,    309.28 K ,    82.6 % ,    110.068 kPa
1284397 ,    309.31 K ,    82.6 % ,    110.112 kPa
1285403 ,    309.32 K ,    82.6 % ,    110.162 kPa
1286410 ,    309.35 K ,    82.6 % ,    110.184 kPa
1287415 ,    309.38 K ,    82.6 % ,    110.221 kPa
1288422 ,    309.40 K ,    82.4 % ,    110.229 kPa
1289428 ,    309.45 K ,    82.5 % ,    110.251 kPa
1290435 ,    309.46 K ,    82.5 % ,    110.274 kPa
1291442 ,    309.50 K ,    82.5 % ,    110.204 kPa
1292448 ,    309.52 K ,    82.5 % ,    110.154 kPa
1293455 ,    309.54 K ,    82.4 % ,    110.174 kPa
1294461 ,    309.56 K ,    82.3 % ,    110.178 kPa
1295468 ,    309.59 K ,    82.4 % ,    110.246 kPa
1296475 ,    309.61 K ,    82.3 % ,    110.224 kPa
1297481 ,    309.65 K ,    82.3 % ,    110.200 kPa
1298488 ,    309.65 K ,    82.3 % ,    110.266 kPa
1299494 ,    309.67 K ,    82.3 % ,    110.292 kPa
1300501 ,    309.70 K ,    82.3 % ,    110.262 kPa
1301508 ,    309.75 K ,    82.5 % ,    110.372 kPa
1302514 ,    309.79 K ,    82.4 % ,    110.348 kPa
1303520 ,    309.78 K ,    82.3 % ,    110.381 kPa
1304526 ,    309.82 K ,    82.3 % ,    110.433 kPa
1305533 ,    309.83 K ,    82.1 % ,    110.421 kPa
1306540 ,    309.86 K ,    82.0 % ,    110.406 kPa
1307546 ,    309.89 K ,    82.2 % ,    110.455 kPa
1308553 ,    309.91 K ,    82.1 % ,    110.427 kPa
1309559 ,    309.93 K ,    82.0 % ,    110.532 kPa
1310566 ,    309.94 K ,    82.0 % ,    110.517 kPa
1311572 ,    309.96 K ,    82.0 % ,    110.482 kPa
1312579 ,    309.98 K ,    82.0 % ,    110.447 kPa
1313586 ,    310.02 K ,    82.0 % ,    110.506 kPa
1314592 ,    310.05 K ,    82.1 % ,    110.547 kPa
1315599 ,    310.07 K ,    81.9 % ,    110.495 kPa
1316605 ,    310.09 K ,    81.9 % ,    110.517 kPa
1317612 ,    310.10 K ,    81.8 % ,    110.583 kPa
1318619 ,    310.12 K ,    81.7 % ,    110.664 kPa
1319625 ,    310.16 K ,    81.8 % ,    110.608 kPa
1320631 ,    310.16 K ,    81.6 % ,    110.618 kPa
1321637 ,    310.18 K ,    81.7 % ,    110.585 kPa
1322644 ,    310.20 K ,    81.7 % ,    110.546 kPa
1323651 ,    310.23 K ,    81.7 % ,    110.552 kPa
1324657 ,    310.25 K ,    81.6 % ,    110.627 kPa
1325664 ,    310.27 K ,    81.6 % ,    110.652 kPa
1326670 ,    310.28 K ,    81.6 % ,    110.721 kPa
1327677 ,    310.32 K ,    81.6 % ,    110.617 kPa
1328684 ,    310.34 K ,    81.6 % ,    110.636 kPa
1329690 ,    310.38 K ,    81.7 % ,    110.679 kPa
1330697 ,    310.41 K ,    81.7 % ,    110.687 kPa
1331703 ,    310.44 K ,    81.7 % ,    110.698 kPa
1332710 ,    310.47 K ,    81.7 % ,    110.672 kPa
1333716 ,    310.50 K ,    81.7 % ,    110.681 kPa
1334723 ,    310.51 K ,    81.7 % ,    110.753 kPa
1335730 ,    310.55 K ,    81.8 % ,    110.764 kPa
1336736 ,    310.58 K ,    81.8 % ,    110.715 kPa
1337742 ,    310.60 K ,    81.7 % ,    110.721 kPa
1338748 ,    310.65 K ,    81.8 % ,    110.649 kPa
1339755 ,    310.67 K ,    81.7 % ,    110.771 kPa
1340762 ,    310.69 K ,    81.7 % ,    110.667 kPa
1341768 ,    310.71 K ,    81.7 % ,    110.739 kPa
1342775 ,    310.71 K ,    81.4 % ,    110.771 kPa
1343781 ,    310.74 K ,    81.5 % ,    110.803 kPa
1344788 ,    310.77 K ,    81.5 % ,    110.813 kPa
1345795 ,    310.79 K ,    81.4 % ,    110.845 kPa
1346801 ,    310.81 K ,    81.3 % ,    110.849 kPa
1347808 ,    310.84 K ,    81.4 % ,    110.888 kPa
1348814 ,    310.87 K ,    81.5 % ,    110.887 kPa
1349821 ,    310.88 K ,    81.4 % ,    110.856 kPa
1350828 ,    310.91 K ,    81.3 % ,    110.791 kPa
1351834 ,    310.94 K ,    81.3 % ,    110.813 kPa
1352841 ,    310.95 K ,    81.3 % ,    110.841 kPa
1353847 ,    310.98 K ,    81.4 % ,    110.887 kPa
1354853 ,    311.01 K ,    81.4 % ,    110.828 kPa
1355859 ,    311.03 K ,    81.5 % ,    110.893 kPa
1356866 ,    311.04 K ,    81.3 % ,    110.831 kPa
1357873 ,    311.05 K ,    81.3 % ,    110.847 kPa
1358879 ,    311.08 K ,    81.2 % ,    110.861 kPa
1359886 ,    311.10 K ,    81.3 % ,    110.906 kPa
1360892 ,    311.12 K ,    81.4 % ,    110.859 kPa
1361899 ,    311.15 K ,    81.3 % ,    110.921 kPa
1362906 ,    311.17 K ,    81.3 % ,    110.950 kPa
1363912 ,    311.19 K ,    81.3 % ,    110.961 kPa
1364919 ,    311.21 K ,    81.2 % ,    111.040 kPa
1365925 ,    311.21 K ,    80.9 % ,    111.069 kPa
1366932 ,    311.23 K ,    81.0 % ,    111.146 kPa
1367939 ,    311.25 K ,    80.9 % ,    111.132 kPa
1368945 ,    311.28 K ,    81.0 % ,    111.199 kPa
1369952 ,    311.31 K ,    81.0 % ,    111.081 kPa
1370957 ,    311.34 K ,    80.8 % ,    111.091 kPa
1371964 ,    311.35 K ,    80.8 % ,    111.089 kPa
1372971 ,    311.41 K ,    80.9 % ,    111.104 kPa
1373977 ,    311.43 K ,    81.0 % ,    111.074 kPa
1374984 ,    311.44 K ,    80.9 % ,    111.064 kPa
1375990 ,    311.47 K ,    80.9 % ,    111.083 kPa
1376997 ,    311.49 K ,    81.0 % ,    111.092 kPa
1378003 ,    311.51 K ,    80.9 % ,    111.100 kPa
1379010 ,    311.53 K ,    80.9 % ,    111.108 kPa
1380017 ,    311.54 K ,    80.8 % ,    111.084 kPa
1381023 ,    311.56 K ,    80.8 % ,    111.096 kPa
1382030 ,    311.57 K ,    80.8 % ,    111.126 kPa
1383036 ,    311.60 K ,    80.8 % ,    111.136 kPa
1384043 ,    311.62 K ,    80.8 % ,    111.113 kPa
1385050 ,    311.64 K ,    80.8 % ,    111.168 kPa
1386056 ,    311.66 K ,    80.8 % ,    111.223 kPa
1387062 ,    311.67 K ,    80.7 % ,    111.234 kPa
1388068 ,    311.70 K ,    80.7 % ,    111.207 kPa
1389075 ,    311.72 K ,    80.8 % ,    111.177 kPa
1390082 ,    311.75 K ,    80.8 % ,    111.152 kPa
1391088 ,    311.76 K ,    80.8 % ,    111.196 kPa
1392095 ,    311.79 K ,    80.8 % ,    111.222 kPa
1393101 ,    311.82 K ,    80.8 % ,    111.241 kPa
1394108 ,    311.84 K ,    80.8 % ,    111.257 kPa
1395115 ,    311.87 K ,    80.8 % ,    111.232 kPa
1396121 ,    311.88 K ,    80.8 % ,    111.265 kPa
1397128 ,    311.90 K ,    80.8 % ,    111.265 kPa
1398134 ,    311.92 K ,    80.8 % ,    111.268 kPa
1399141 ,    311.93 K ,    80.7 % ,    111.320 kPa
1400147 ,    311.96 K ,    80.8 % ,    111.309 kPa
1401154 ,    311.98 K ,    80.8 % ,    111.350 kPa
1402161 ,    312.00 K ,    80.7 % ,    111.336 kPa
1403167 ,    312.02 K ,    80.7 % ,    111.340 kPa
1404173 ,    312.04 K ,    80.7 % ,    111.312 kPa
1405179 ,    312.06 K ,    80.7 % ,    111.328 kPa
1406186 ,    312.09 K ,    80.7 % ,    111.349 kPa
1407193 ,    312.11 K ,    80.7 % ,    111.345 kPa
1408199 ,    312.13 K ,    80.6 % ,    111.391 kPa
1409206 ,    312.14 K ,    80.6 % ,    111.383 kPa
1410212 ,    312.18 K ,    80.7 % ,    111.440 kPa
1411219 ,    312.19 K ,    80.7 % ,    111.464 kPa
1412226 ,    312.22 K ,    80.8 % ,    111.531 kPa
1413232 ,    312.24 K ,    80.7 % ,    111.544 kPa
1414239 ,    312.27 K ,    80.8 % ,    111.535 kPa
1415245 ,    312.26 K ,    80.7 % ,    111.480 kPa
1416252 ,    312.28 K ,    80.6 % ,    111.507 kPa
1417259 ,    312.31 K ,    80.6 % ,    111.462 kPa
1418265 ,    312.35 K ,    80.5 % ,    111.499 kPa
1419272 ,    312.35 K ,    80.5 % ,    111.505 kPa
1420277 ,    312.38 K ,    80.5 % ,    111.478 kPa
1421284 ,    312.40 K ,    80.5 % ,    111.541 kPa
1422290 ,    312.42 K ,    80.5 % ,    111.542 kPa
1423297 ,    312.44 K ,    80.4 % ,    111.577 kPa
1424304 ,    312.46 K ,    80.4 % ,    111.552 kPa
1425310 ,    312.48 K ,    80.3 % ,    111.595 kPa
1426317 ,    312.49 K ,    80.3 % ,    111.601 kPa
1427323 ,    312.50 K ,    80.2 % ,    111.585 kPa
1428330 ,    312.52 K ,    80.2 % ,    111.556 kPa
1429337 ,    312.56 K ,    80.3 % ,    111.617 kPa
1430343 ,    312.60 K ,    80.4 % ,    111.666 kPa
1431350 ,    312.62 K ,    80.4 % ,    111.621 kPa
1432356 ,    312.64 K ,    80.3 % ,    111.660 kPa
1433363 ,    312.66 K ,    80.3 % ,    111.643 kPa
1434370 ,    312.67 K ,    80.3 % ,    111.589 kPa
1435376 ,    312.70 K ,    80.4 % ,    111.627 kPa
1436383 ,    312.72 K ,    80.3 % ,    111.619 kPa
1437388 ,    312.74 K ,    80.4 % ,    111.688 kPa
1438395 ,    312.77 K ,    80.4 % ,    111.683 kPa
1439401 ,    312.79 K ,    80.1 % ,    111.678 kPa
1440408 ,    312.80 K ,    79.9 % ,    111.632 kPa
1441415 ,    312.83 K ,    80.1 % ,    111.677 kPa
1442421 ,    312.87 K ,    80.1 % ,    111.708 kPa
1443428 ,    312.88 K ,    80.0 % ,    111.714 kPa
1444434 ,    312.90 K ,    80.0 % ,    111.763 kPa
1445441 ,    312.92 K ,    80.1 % ,    111.814 kPa
1446448 ,    312.93 K ,    80.0 % ,    111.819 kPa
1447454 ,    312.96 K ,    79.9 % ,    111.813 kPa
1448461 ,    312.98 K ,    79.8 % ,    111.769 kPa
1449467 ,    313.00 K ,    79.8 % ,    111.829 kPa
1450474 ,    313.02 K ,    79.8 % ,    111.842 kPa
1451481 ,    313.03 K ,    79.9 % ,    111.845 kPa
1452487 ,    313.07 K ,    79.9 % ,    111.857 kPa
1453493 ,    313.08 K ,    79.9 % ,    111.881 kPa
1454499 ,    313.09 K ,    79.8 % ,    111.857 kPa
1455506 ,    313.12 K ,    79.9 % ,    111.882 kPa
1456513 ,    313.13 K ,    79.8 % ,    111.870 kPa
1457519 ,    313.15 K ,    79.7 % ,    111.967 kPa
1458526 ,    313.16 K ,    79.6 % ,    111.967 kPa
1459532 ,    313.21 K ,    79.6 % ,    111.958 kPa
1460539 ,    313.23 K ,    79.5 % ,    112.004 kPa
1461545 ,    313.25 K ,    79.4 % ,    111.965 kPa
1462552 ,    313.29 K ,    79.4 % ,    111.995 kPa
1463559 ,    313.32 K ,    79.3 % ,    111.971 kPa
1464565 ,    313.34 K ,    79.2 % ,    111.959 kPa
1465572 ,    313.35 K ,    79.2 % ,    112.015 kPa
1466578 ,    313.35 K ,    79.2 % ,    112.053 kPa
1467585 ,    313.39 K ,    79.2 % ,    112.079 kPa
1468592 ,    313.42 K ,    79.0 % ,    112.059 kPa
1469598 ,    313.44 K ,    79.0 % ,    112.059 kPa
1470604 ,    313.45 K ,    79.1 % ,    112.075 kPa
1471610 ,    313.47 K ,    79.1 % ,    112.055 kPa
1472617 ,    313.49 K ,    79.2 % ,    112.129 kPa
1473624 ,    313.51 K ,    79.2 % ,    112.078 kPa
1474630 ,    313.56 K ,    79.2 % ,    112.167 kPa
1475637 ,    313.59 K ,    79.2 % ,    112.147 kPa
1476643 ,    313.63 K ,    79.3 % ,    112.201 kPa
1477650 ,    313.65 K ,    79.0 % ,    112.182 kPa
1478657 ,    313.67 K ,    79.1 % ,    112.177 kPa
1479663 ,    313.69 K ,    79.1 % ,    112.154 kPa
1480670 ,    313.72 K ,    79.1 % ,    112.156 kPa
1481676 ,    313.74 K ,    79.1 % ,    112.150 kPa
1482683 ,    313.75 K ,    79.1 % ,    112.112 kPa
1483689 ,    313.77 K ,    78.9 % ,    112.133 kPa
1484696 ,    313.77 K ,    78.9 % ,    112.156 kPa
1485703 ,    313.79 K ,    78.9 % ,    112.154 kPa
1486709 ,    313.81 K ,    78.9 % ,    112.199 kPa
1487715 ,    313.83 K ,    78.9 % ,    112.269 kPa
1488721 ,    313.88 K ,    79.0 % ,    112.298 kPa
1489728 ,    313.93 K ,    79.0 % ,    112.298 kPa
1490735 ,    313.95 K ,    78.9 % ,    112.277 kPa
1491741 ,    313.96 K ,    78.8 % ,    112.216 kPa
1492748 ,    313.98 K ,    78.7 % ,    112.225 kPa
1493754 ,    313.99 K ,    78.7 % ,    112.188 kPa
1494761 ,    314.00 K ,    78.7 % ,    112.213 kPa
1495768 ,    314.01 K ,    78.7 % ,    112.197 kPa
1496774 ,    314.02 K ,    78.7 % ,    112.215 kPa
1497781 ,    314.04 K ,    78.7 % ,    112.253 kPa
1498787 ,    314.06 K ,    78.8 % ,    112.348 kPa
1499794 ,    314.10 K ,    78.7 % ,    112.377 kPa
1500801 ,    314.12 K ,    78.7 % ,    112.410 kPa
1501807 ,    314.16 K ,    78.8 % ,    112.355 kPa
1502814 ,    314.17 K ,    78.7 % ,    112.376 kPa
1503820 ,    314.18 K ,    78.7 % ,    112.358 kPa
1504826 ,    314.21 K ,    78.7 % ,    112.384 kPa
1505832 ,    314.23 K ,    78.8 % ,    112.394 kPa
1506839 ,    314.26 K ,    78.8 % ,    112.405 kPa
1507846 ,    314.29 K ,    78.8 % ,    112.363 kPa
1508852 ,    314.29 K ,    78.7 % ,    112.402 kPa
1509859 ,    314.32 K ,    78.6 % ,    112.432 kPa
1510865 ,    314.33 K ,    78.6 % ,    112.436 kPa
1511872 ,    314.36 K ,    78.5 % ,    112.466 kPa
1512879 ,    314.37 K ,    78.5 % ,    112.512 kPa
1513885 ,    314.35 K ,    78.4 % ,    112.445 kPa
1514892 ,    314.37 K ,    78.4 % ,    112.540 kPa
1515898 ,    314.40 K ,    78.4 % ,    112.479 kPa
1516905 ,    314.41 K ,    78.4 % ,    112.490 kPa
1517912 ,    314.43 K ,    78.4 % ,    112.461 kPa
1518918 ,    314.45 K ,    78.3 % ,    112.483 kPa
1519925 ,    314.47 K ,    78.3 % ,    112.478 kPa
1520930 ,    314.48 K ,    78.3 % ,    112.435 kPa
1521937 ,    314.49 K ,    78.3 % ,    112.536 kPa
1522944 ,    314.50 K ,    78.2 % ,    112.451 kPa
1523950 ,    314.54 K ,    78.2 % ,    112.539 kPa
1524957 ,    314.56 K ,    78.2 % ,    112.533 kPa
1525963 ,    314.58 K ,    78.3 % ,    112.595 kPa
1526970 ,    314.59 K ,    78.2 % ,    112.600 kPa
1527976 ,    314.64 K ,    78.2 % ,    112.656 kPa
1528983 ,    314.67 K ,    78.1 % ,    112.641 kPa
1529990 ,    314.69 K ,    78.0 % ,    112.641 kPa
1530996 ,    314.71 K ,    78.0 % ,    112.694 kPa
1532003 ,    314.73 K ,    78.1 % ,    112.643 kPa
1533009 ,    314.76 K ,    78.2 % ,    112.720 kPa
1534016 ,    314.78 K ,    78.1 % ,    112.734 kPa
1535023 ,    314.82 K ,    78.2 % ,    112.725 kPa
1536029 ,    314.82 K ,    78.2 % ,    112.692 kPa
1537036 ,    314.83 K ,    78.1 % ,    112.688 kPa
1538041 ,    314.84 K ,    78.1 % ,    112.722 kPa
1539048 ,    314.87 K ,    78.1 % ,    112.623 kPa
1540055 ,    314.89 K ,    78.1 % ,    112.764 kPa
1541061 ,    314.91 K ,    77.9 % ,    112.735 kPa
1542068 ,    314.95 K ,    78.0 % ,    112.850 kPa
1543074 ,    314.97 K ,    77.9 % ,    112.815 kPa
1156 ,    315.43 K ,    77.5 % ,    112.942 kPa
2162 ,    315.44 K ,    77.5 % ,    112.952 kPa
3169 ,    315.46 K ,    77.5 % ,    112.980 kPa
4174 ,    315.47 K ,    77.5 % ,    112.930 kPa
5181 ,    315.50 K ,    77.4 % ,    112.947 kPa
6188 ,    315.51 K ,    77.2 % ,    112.931 kPa
7194 ,    315.53 K ,    77.1 % ,    112.987 kPa
8201 ,    315.55 K ,    77.1 % ,    112.957 kPa
9207 ,    315.56 K ,    77.2 % ,    112.947 kPa
10213 ,    315.58 K ,    77.2 % ,    113.011 kPa
11219 ,    315.64 K ,    77.2 % ,    113.078 kPa
12226 ,    315.64 K ,    77.1 % ,    113.106 kPa
13233 ,    315.69 K ,    77.0 % ,    113.076 kPa
14239 ,    315.70 K ,    77.0 % ,    113.062 kPa
15246 ,    315.71 K ,    76.9 % ,    113.061 kPa
16251 ,    315.73 K ,    77.0 % ,    113.037 kPa
17258 ,    315.75 K ,    77.1 % ,    113.072 kPa
18265 ,    315.77 K ,    77.0 % ,    113.049 kPa
19271 ,    315.79 K ,    77.0 % ,    113.059 kPa
20278 ,    315.81 K ,    76.9 % ,    113.133 kPa
21284 ,    315.82 K ,    76.8 % ,    113.092 kPa
22290 ,    315.84 K ,    76.9 % ,    113.092 kPa
23297 ,    315.84 K ,    76.8 % ,    113.130 kPa
24303 ,    315.88 K ,    76.9 % ,    113.090 kPa
25310 ,    315.89 K ,    76.8 % ,    113.131 kPa
26316 ,    315.92 K ,    77.0 % ,    113.149 kPa
27323 ,    315.93 K ,    76.9 % ,    113.194 kPa
28329 ,    315.95 K ,    76.8 % ,    113.157 kPa
29335 ,    315.98 K ,    76.8 % ,    113.135 kPa
30342 ,    315.99 K ,    76.8 % ,    113.148 kPa
31348 ,    316.02 K ,    76.8 % ,    113.144 kPa
32355 ,    316.03 K ,    76.8 % ,    113.181 kPa
33361 ,    316.07 K ,    76.8 % ,    113.227 kPa
34368 ,    316.10 K ,    76.7 % ,    113.283 kPa
35375 ,    316.12 K ,    76.6 % ,    113.272 kPa
36380 ,    316.12 K ,    76.6 % ,    113.256 kPa
37387 ,    316.15 K ,    76.6 % ,    113.289 kPa
38393 ,    316.16 K ,    76.5 % ,    113.280 kPa
39400 ,    316.18 K ,    76.6 % ,    113.301 kPa
40407 ,    316.20 K ,    76.6 % ,    113.325 kPa
41413 ,    316.24 K ,    76.6 % ,    113.301 kPa
42419 ,    316.25 K ,    76.5 % ,    113.348 kPa
43425 ,    316.28 K ,    76.3 % ,    113.364 kPa
44432 ,    316.31 K ,    76.3 % ,    113.460 kPa
45438 ,    316.34 K ,    76.4 % ,    113.415 kPa
46445 ,    316.37 K ,    76.4 % ,    113.443 kPa
47452 ,    316.39 K ,    76.3 % ,    113.443 kPa
48458 ,    316.41 K ,    76.4 % ,    113.441 kPa
49464 ,    316.45 K ,    76.3 % ,    113.429 kPa
50470 ,    316.45 K ,    76.2 % ,    113.468 kPa
51477 ,    316.48 K ,    76.2 % ,    113.464 kPa
52484 ,    316.50 K ,    76.1 % ,    113.418 kPa
53490 ,    316.51 K ,    76.2 % ,    113.532 kPa
54497 ,    316.52 K ,    76.2 % ,    113.520 kPa
55502 ,    316.58 K ,    76.2 % ,    113.593 kPa
56509 ,    316.60 K ,    76.2 % ,    113.573 kPa
57516 ,    316.62 K ,    76.2 % ,    113.543 kPa
58522 ,    316.63 K ,    75.7 % ,    113.532 kPa
59529 ,    316.63 K ,    75.6 % ,    113.491 kPa
60535 ,    316.65 K ,    75.4 % ,    113.495 kPa
61542 ,    316.69 K ,    75.8 % ,    113.446 kPa
62547 ,    316.71 K ,    75.8 % ,    113.432 kPa
